system:index,landcover,19-1_nir,19-2_nir,20-1_nir,20-2_nir,21-1_nir,21-2_nir,22-1_nir,22-2_nir,23-1_nir,23-2_nir
000000000000000008d1_0,0,0.2864,0.2852,0.27055,0.2197,0.3137,0.2437,0.2643,0.25235,0.24405,0.1412
00000000000000000764_0,0,0.4509,0.37085,0.3856,0.3639,0.3262,0.29145,0.3455,0.3281,0.25255,0.2453
00000000000000000765_0,0,0.4021,0.3777,0.3737,0.3824,0.3787,0.4059,0.38415,0.3704,0.3986,0.3102
00000000000000000775_0,1,0.29845,0.27965,0.2747,0.2788,0.27545,0.3084,0.2581,0.29145,0.2761,0.2674
000000000000000009e9_0,1,0.2716,0.2976499999999999,0.2949,0.2917,0.2469,0.28625,0.2659,0.3172,0.2565,0.2749
00000000000000000398_0,1,0.3017499999999999,0.30195,0.2831,0.2786,0.2747,0.2846,0.2679,0.2976,0.2491,0.3111
0000000000000000076b_0,1,0.30575,0.3154,0.3196,0.3125,0.2979,0.3141,0.3162,0.33955,0.3137,0.3218
0000000000000000038a_0,1,0.2415,0.2762,0.2464,0.2795,0.2244,0.2942,0.208,0.2709,0.228,0.1907
00000000000000000788_0,1,0.3224,0.2988,0.2779,0.3117,0.3014,0.3458,0.3042,0.34395,0.3088,0.3375
00000000000000000776_0,1,0.1807,0.199,0.14055,0.1795,0.1053,0.19855,0.1591,0.22765,0.1736,0.1391
0000000000000000077e_0,1,0.23935,0.2447,0.1991,0.2231,0.1648,0.2411,0.1893,0.2883,0.2195,0.2105
00000000000000000785_0,1,0.3223,0.36225,0.3263,0.3226,0.2956,0.3236,0.30355,0.3275,0.2829,0.3058
000000000000000003c2_0,1,0.31665,0.3778,0.2286,0.3852,0.2178,0.3868,0.253,0.4084,0.326,0.3416
0000000000000000078d_0,1,0.2603499999999999,0.2888,0.2599,0.29075,0.2749,0.3064,0.2737,0.3127,0.3022,0.3235
00000000000000000392_0,1,0.2081,0.2719,0.2262,0.246,0.22075,0.24095,0.1908,0.245,0.1999,0.2283
000000000000000003cd_0,1,0.2329,0.1921,0.1832,0.2928,0.19895,0.2787,0.2172,0.3157,0.2263,0.2625
000000000000000009bd_0,1,0.2499,0.305,0.268,0.2804,0.2704,0.2941,0.2781,0.31395,0.2765,0.2843
00000000000000000794_0,1,0.3392,0.29375,0.2182,0.2109,0.16925,0.2402,0.1874,0.2244,0.2697,0.2562
00000000000000000787_0,1,0.1810999999999999,0.2062999999999999,0.2028,0.1787,0.1853,0.2176,0.197,0.24605,0.2159,0.2285
000000000000000007a4_0,1,0.25925,0.3053,0.2717,0.2814,0.26495,0.3019,0.2592,0.30725,0.2514,0.3129
00000000000000000799_0,1,0.32495,0.3583,0.3538,0.3505,0.3228,0.3717,0.3523,0.409,0.3558,0.3613
00000000000000000390_0,1,0.2438,0.2874,0.2373,0.27,0.2189,0.27735,0.2233,0.30915,0.2473,0.2337
0000000000000000039b_0,1,0.28845,0.3358,0.2895,0.3133,0.2583,0.32915,0.285,0.3426,0.2748,0.3589
0000000000000000078c_0,1,0.30085,0.3536,0.2704,0.353,0.1908,0.3502,0.2229,0.3911,0.257,0.3177
0000000000000000079f_0,1,0.23875,0.2776,0.232,0.2476,0.2286,0.2565,0.2245,0.2834,0.2162,0.2786
0000000000000000039f_0,1,0.21175,0.2786,0.2165,0.2372,0.2123,0.2492,0.2281,0.25415,0.2266,0.2618
00000000000000000792_0,1,0.2142,0.2515,0.2001,0.2232,0.18085,0.2392,0.1853,0.26065,0.1999,0.2244
00000000000000000783_0,1,0.2813,0.3429,0.3158,0.298,0.2908,0.3145,0.2956,0.32965,0.2642,0.2965
00000000000000000797_0,1,0.23905,0.2526,0.2569,0.2412,0.2487,0.23995,0.23785,0.27775,0.26,0.2648
0000000000000000078e_0,1,0.1743499999999999,0.2245,0.1609,0.19,0.1508,0.20515,0.1511,0.2415,0.1725,0.1977
000000000000000007af_0,1,0.20145,0.23055,0.1984,0.1847,0.1415,0.2267,0.1874,0.21975,0.2,0.1315
000000000000000003d0_0,1,0.2429,0.2281,0.2761,0.2491,0.2684,0.2357,0.2638,0.26745,0.2348,0.2901
000000000000000009f6_0,1,0.2196,0.2554,0.1951,0.2342,0.19815,0.28195,0.1819,0.2872,0.2125,0.2207
000000000000000009d8_0,1,0.34105,0.41515,0.2207,0.3986,0.2477,0.3708,0.293,0.4308,0.3694,0.3205
000000000000000009cd_0,1,0.2854,0.29985,0.29235,0.2864,0.27905,0.3051,0.3192,0.3004,0.2966,0.3067
000000000000000009da_0,1,0.3167,0.32075,0.3082,0.337,0.3284,0.29015,0.28425,0.31665,0.2922,0.3727
000000000000000009f7_0,1,0.1433,0.19905,0.1559,0.184,0.1599,0.1952,0.1916,0.251,0.2072,0.21
000000000000000009eb_0,1,0.1639,0.22475,0.2423,0.2743,0.2448,0.25065,0.2441,0.28,0.231,0.2845
00000000000000000395_0,1,0.2351,0.27815,0.2365,0.2621,0.2488,0.25415,0.26245,0.2803,0.2531,0.2646
0000000000000000076a_0,1,0.269,0.3062,0.2761,0.273,0.24495,0.28925,0.2619,0.3223,0.3113,0.3006
00000000000000000772_0,1,0.2795,0.2981,0.2909,0.2597,0.241,0.27695,0.2579,0.3026,0.319,0.2845
000000000000000003a5_0,1,0.22865,0.295,0.2566,0.2733,0.2475,0.2829,0.2541,0.29055,0.2599,0.3019
000000000000000003db_0,1,0.2762,0.28665,0.2927,0.2861,0.2679,0.27325,0.3002,0.2864,0.2826,0.2902
000000000000000003ad_0,1,0.23735,0.2841,0.2676,0.2801,0.2802,0.3057,0.29995,0.3553,0.337,0.3294
000000000000000003af_0,1,0.3034,0.3182,0.3001,0.3096,0.2916,0.3257,0.312,0.3433,0.3066,0.3518
00000000000000000768_0,1,0.3532,0.4173,0.301,0.3473,0.31055,0.3432,0.30845,0.3898,0.3546,0.4187
000000000000000009f4_0,1,0.248,0.27,0.2634,0.2871,0.25445,0.29,0.2839,0.2874,0.2694,0.2826
000000000000000007a0_0,1,0.0494,0.0494,0.0332999999999999,0.0519,0.04785,0.03085,0.02885,0.02565,0.0227,0.0297
000000000000000007a6_0,1,0.2404,0.2453,0.2544,0.266,0.2199,0.29025,0.2603,0.27255,0.2771,0.28795
0000000000000000077a_0,1,0.3739,0.4568,0.2803,0.3323,0.323,0.3724,0.3503,0.45185,0.3812,0.432
000000000000000009f1_0,1,0.12195,0.15215,0.2078,0.172,0.1789,0.221,0.0825,0.04015,0.0461,0.0231
000000000000000007a7_0,1,0.22465,0.26535,0.2291,0.2552,0.2398,0.26965,0.2465,0.2906499999999999,0.2418,0.3019
000000000000000009b8_0,1,0.1593,0.1818,0.1483,0.1914,0.19885,0.1849,0.1683,0.2114,0.1803,0.2734
00000000000000000774_0,1,0.3999,0.4606,0.3451,0.4208,0.3856,0.4161,0.4099,0.45055,0.3842,0.4422
0000000000000000076e_0,1,0.2583499999999999,0.3774,0.2698,0.34715,0.2744,0.3459,0.3242,0.39725,0.2933,0.3665
00000000000000000779_0,1,0.31915,0.3721,0.3059,0.33,0.30235,0.3286,0.3203,0.3878,0.32885,0.35885
000000000000000009cb_0,1,0.3995,0.46895,0.4159,0.4338,0.3606,0.429,0.3885,0.28685,0.4114,0.47115
00000000000000000384_0,1,0.4269,0.47195,0.3516,0.4169,0.3481,0.4255,0.2974,0.4892,0.4185,0.42
000000000000000009c9_0,1,0.1717,0.24005,0.1613,0.22,0.1858,0.22135,0.2239,0.2361,0.1884,0.22605
00000000000000000796_0,1,0.2441,0.313,0.24,0.2701,0.23725,0.3083,0.23,0.2989,0.2292,0.30035
000000000000000009f8_0,1,0.1908,0.19245,0.1841,0.205,0.1963,0.17405,0.2035,0.22445,0.2238,0.2557
000000000000000009bb_0,1,0.3198,0.3615,0.31775,0.3084,0.303,0.32455,0.3373,0.39625,0.3258,0.3458
0000000000000000039d_0,1,0.1884,0.2078,0.2068,0.2288,0.2218,0.2416,0.2156,0.2521,0.2337,0.2632
000000000000000009f5_0,1,0.2583,0.3593,0.32,0.35315,0.31015,0.3677,0.3253,0.3787,0.3267,0.3566
000000000000000003a0_0,1,0.3094,0.32925,0.3379,0.3077,0.3125,0.3437,0.33525,0.3246,0.3028,0.3197
00000000000000000a56_0,1,0.31445,0.3259,0.314,0.3308,0.3113,0.34505,0.3430499999999999,0.3372,0.3251,0.3464
000000000000000009ca_0,1,0.3726,0.3933,0.3635,0.4504,0.4118,0.4281,0.4665,0.4833,0.403,0.4588
00000000000000000388_0,1,0.41175,0.478,0.3728,0.4419,0.383,0.45475,0.3943,0.4758,0.4312,0.4932
0000000000000000079e_0,1,0.37175,0.44625,0.3012,0.3631,0.3236,0.3589,0.3771,0.3815,0.3435,0.382
000000000000000003a9_0,1,0.3172,0.3039,0.3308,0.296,0.3034,0.3068,0.32095,0.3146,0.3576,0.3131
000000000000000009db_0,1,0.3005,0.3629,0.296,0.3212,0.2894,0.3419,0.35525,0.37185,0.333,0.3699
000000000000000009d6_0,1,0.2401,0.25565,0.2656,0.2688,0.2477,0.2353,0.2627,0.2675,0.2564,0.2475
0000000000000000037e_0,1,0.2526,0.3037,0.253,0.2714,0.25055,0.2871,0.2601,0.3054,0.27125,0.3141
0000000000000000077c_0,1,0.23845,0.2704,0.2318,0.2473,0.23765,0.2693,0.2426,0.2676,0.2462,0.2876
00000000000000000386_0,1,0.3489,0.36355,0.3189,0.3603,0.3525,0.359,0.3088,0.3658,0.32975,0.3646
0000000000000000077f_0,1,0.2471,0.2921,0.2395,0.211,0.1951,0.2229,0.2001,0.2443,0.2361,0.2723
00000000000000000770_0,1,0.25395,0.2715,0.2563499999999999,0.2595,0.2269,0.2601,0.2575,0.27515,0.2758,0.2797
00000000000000000387_0,1,0.23865,0.2654,0.2289,0.2605,0.24275,0.2574,0.2278,0.277,0.2404,0.2851
0000000000000000038b_0,1,0.3089,0.2997,0.2816,0.12785,0.0483,0.04075,0.1333,0.1577,0.15175,0.1294
000000000000000007cf_0,1,0.2115,0.24475,0.2405,0.21065,0.19755,0.21495,0.2134,0.2539,0.2386,0.2214
000000000000000007d6_0,1,0.08,0.0608,0.0624,0.0759,0.0838,0.052,0.0473,0.0578,0.0472,0.0977
0000000000000000076c_0,1,0.3727,0.4012,0.3292,0.3449,0.3514,0.3942,0.3885,0.4355,0.3608,0.41025
00000000000000000397_0,1,0.17115,0.2323,0.241,0.2306,0.2095,0.1509,0.1026,0.09325,0.0922,0.0444
000000000000000009f9_0,1,0.14805,0.1792,0.1267,0.1462,0.1296,0.1528,0.1428,0.185,0.1559,0.1647
000000000000000009fa_0,1,0.18615,0.18765,0.195,0.19625,0.19045,0.2037,0.213,0.2189,0.1969,0.1942
0000000000000000078f_0,1,0.2966,0.3102,0.2873,0.3011,0.3041,0.29595,0.29,0.3245,0.29515,0.3255
000000000000000007c1_0,1,0.191,0.2165,0.196,0.2356,0.1997,0.22865,0.1976,0.2516,0.2139,0.2496
000000000000000007cb_0,1,0.12415,0.119,0.1044,0.1123,0.0888,0.1485,0.1334,0.1715,0.12195,0.0562
000000000000000003c1_0,1,0.282,0.2866,0.3099,0.298,0.2943,0.3218,0.3094,0.308,0.30015,0.3177
00000000000000000769_0,1,0.3652499999999999,0.3835,0.3584,0.339,0.32385,0.3707,0.32385,0.3827,0.3542,0.3551
000000000000000007d8_0,1,0.2874,0.29215,0.2897,0.287,0.2706,0.2872,0.2766,0.3067,0.282,0.2844
000000000000000003a1_0,1,0.3191,0.32015,0.3474,0.3142,0.3194,0.32445,0.33405,0.325,0.3411,0.2958
000000000000000003c9_0,1,0.3879,0.45225,0.4432,0.4593,0.3739,0.45745,0.3493,0.4409,0.3904,0.4792
000000000000000003e0_0,1,0.17605,0.208,0.1824,0.206,0.1896499999999999,0.21155,0.2139,0.215,0.2286,0.2127
000000000000000009d1_0,1,0.3565,0.4076,0.3781,0.35975,0.3244,0.367,0.3191,0.4052,0.42,0.4064
00000000000000000777_0,1,0.2851,0.314,0.28725,0.3105,0.3033,0.32315,0.3041,0.3221,0.2978,0.3559
000000000000000007b7_0,1,0.2115,0.2231,0.2229,0.2362,0.2038,0.2602,0.2548,0.2239,0.254,0.2508
000000000000000003a2_0,1,0.2328,0.2975,0.2804,0.3136,0.2919,0.3109,0.2709,0.3162,0.2884,0.3214
00000000000000000790_0,1,0.1459,0.18865,0.1531,0.14645,0.1634,0.1768,0.1169999999999999,0.1904,0.1763,0.1779
00000000000000000786_0,1,0.2582,0.25125,0.21795,0.26185,0.18065,0.2487,0.2048,0.2741,0.2254,0.23
00000000000000000789_0,1,0.2125,0.2452,0.2295,0.218,0.1874,0.2436,0.22475,0.2481,0.2131,0.2595
0000000000000000039c_0,1,0.3752,0.34265,0.3044,0.3413,0.31165,0.3296,0.3346,0.3466,0.2891,0.3494
000000000000000009fb_0,1,0.2053,0.2465,0.2161,0.2189,0.205,0.2026,0.2119,0.2105,0.18935,0.19325
000000000000000003ed_0,1,0.33985,0.3409,0.2481,0.37235,0.2352,0.36715,0.217,0.3864,0.5163,0.3033
000000000000000003c4_0,1,0.13215,0.0576,0.1298,0.31225,0.2384,0.0419,0.0329,0.02625,0.1399,0.0172
000000000000000009e4_0,1,0.27975,0.27785,0.2211,0.2976,0.21505,0.2553,0.1972,0.23675,0.2234,0.2429
0000000000000000077b_0,1,0.3481,0.3411,0.3478,0.34005,0.333,0.34925,0.36005,0.3664,0.3566,0.3382
000000000000000007a1_0,1,0.3455,0.33445,0.3088,0.3287,0.3251,0.32345,0.2914,0.32465,0.2984,0.34475
0000000000000000077d_0,1,0.22025,0.31135,0.21775,0.31565,0.25375,0.2988,0.1984,0.3286,0.2582,0.2706
000000000000000003b5_0,1,0.2205,0.2582,0.195,0.26105,0.2016,0.2592,0.2306,0.28055,0.2173,0.2757
000000000000000003e3_0,1,0.1685,0.1618,0.1552,0.144,0.1312,0.1531,0.1231,0.1671,0.1697,0.1295
000000000000000007bc_0,1,0.27875,0.28405,0.2306,0.2415,0.2174,0.27315,0.2627,0.1798,0.2727,0.275
0000000000000000038f_0,1,0.20235,0.24345,0.2081,0.215,0.1894,0.2221,0.2426,0.247,0.2155,0.23485
000000000000000003a4_0,1,0.25385,0.3,0.2502,0.3151,0.2204,0.2872,0.28045,0.2996,0.2796,0.3137
000000000000000007ab_0,1,0.3166,0.2818,0.2912,0.2633,0.2826,0.30085,0.27,0.31965,0.3693,0.30895
0000000000000000076d_0,1,0.3609,0.45165,0.3083,0.3626,0.34635,0.4029,0.444,0.4782,0.4073,0.44535
000000000000000003dc_0,1,0.23825,0.2971,0.1807,0.294,0.1892,0.2778,0.1947,0.2679,0.24725,0.2515
000000000000000009fc_0,1,0.367,0.3654,0.3471,0.3671,0.34035,0.3942,0.3531,0.4268,0.3906,0.39655
000000000000000003a6_0,1,0.1641,0.193,0.1464,0.1974,0.16345,0.1888,0.1564,0.2094,0.1753,0.21145
000000000000000007ca_0,1,0.19615,0.21575,0.2077,0.2137,0.2026,0.2374,0.2474,0.2182,0.2405,0.2153
0000000000000000038c_0,1,0.26005,0.3009,0.2417,0.2657,0.2719,0.2797,0.2452,0.2814,0.221,0.30295
000000000000000003e1_0,1,0.1313,0.15915,0.1243,0.1463,0.1474,0.1344,0.1482,0.1367,0.1485,0.186
000000000000000003a3_0,1,0.2093,0.19225,0.15915,0.1882,0.1353,0.22655,0.1923,0.2635,0.2613,0.1861
00000000000000000791_0,1,0.2192,0.25225,0.2445,0.2453,0.23495,0.2593,0.2481,0.26685,0.2537,0.2595
0000000000000000039e_0,1,0.2932,0.2803,0.309,0.2778,0.29,0.27825,0.27635,0.2703,0.2868,0.2776
00000000000000000802_0,1,0.02935,0.0332999999999999,0.03715,0.0296,0.0406,0.0343,0.0193,0.0444,0.0283,0.0249
000000000000000003c6_0,1,0.2571,0.278,0.2215,0.2611,0.1969,0.3008,0.2228,0.3024,0.2694,0.2382
000000000000000007a3_0,1,0.2519,0.2765499999999999,0.2433,0.2585,0.2506,0.2744,0.2743,0.27535,0.2624,0.26665
00000000000000000381_0,1,0.1985,0.2433,0.2169,0.2108,0.2021,0.2377,0.2198,0.2013,0.1973,0.19905
000000000000000007ba_0,1,0.1965,0.2453,0.2059,0.2285,0.207,0.22,0.2117,0.24205,0.228,0.2774
000000000000000009c7_0,1,0.24395,0.2217,0.2336,0.26115,0.2221,0.27285,0.2331,0.25895,0.2272,0.2973
0000000000000000079a_0,1,0.262,0.278,0.2438,0.3111,0.296,0.35395,0.3131,0.2782,0.1315,0.1389
000000000000000007a5_0,1,0.24175,0.2562,0.2259,0.2717,0.2492,0.2817,0.2351,0.2663999999999999,0.2622,0.2786
00000000000000000839_0,1,0.3457,0.3698,0.29675,0.2988,0.1231,0.4631,0.2755,0.334,0.4446,0.0793
00000000000000000399_0,1,0.2389,0.2815,0.2287,0.25265,0.22985,0.2762,0.2312,0.3439,0.2888,0.2916499999999999
000000000000000009fd_0,1,0.4859,0.4004,0.4037,0.4745,0.308,0.4301,0.3048,0.355,0.36255,0.30235
0000000000000000079c_0,1,0.29375,0.30375,0.3302,0.32105,0.31115,0.3228,0.3253,0.31865,0.3456,0.3386
000000000000000007dd_0,1,0.2549,0.24675,0.2128,0.2296,0.1887,0.27405,0.2439,0.2946499999999999,0.2438,0.2087
00000000000000000773_0,1,0.39505,0.45565,0.3369,0.3804,0.3462,0.3929,0.3584,0.42305,0.3686,0.428
000000000000000003aa_0,1,0.2412,0.24545,0.2449,0.272,0.2397,0.2721,0.2462,0.2865,0.2534,0.3085
000000000000000007e6_0,1,0.23405,0.243,0.2158,0.253,0.2182,0.2426,0.2047,0.2492,0.2152,0.1419
000000000000000007a8_0,1,0.21555,0.23015,0.2289,0.2072,0.1923,0.2208,0.2135,0.2799,0.2356,0.2511
000000000000000007cd_0,1,0.31815,0.2788,0.25515,0.3162,0.2648,0.30795,0.2667,0.2818,0.2587,0.2908
000000000000000009c1_0,1,0.1816,0.2119,0.1588,0.21865,0.1786,0.1961999999999999,0.1343,0.21305,0.1481,0.2838
000000000000000007a9_0,1,0.23585,0.28685,0.2371,0.2827,0.26,0.29655,0.2636,0.3013,0.2597,0.33165
00000000000000000383_0,1,0.3059999999999999,0.31975,0.30285,0.2951,0.2824,0.3049,0.2777,0.3565,0.3296,0.3377
000000000000000007e7_0,1,0.1334,0.23675,0.1441,0.19475,0.1867,0.2032,0.1259,0.1212,0.102,0.1095
00000000000000000798_0,1,0.3164,0.294,0.2928,0.2871,0.2826,0.29265,0.2796,0.3163,0.3378,0.27935
000000000000000007c5_0,1,0.03115,0.0562,0.0498,0.0416,0.0552,0.04655,0.1496,0.03355,0.0776,0.0868
000000000000000003bb_0,1,0.1681,0.1905,0.1751,0.1849,0.1802,0.165,0.1438,0.173,0.1771,0.2446
00000000000000000780_0,1,0.29225,0.31035,0.2996,0.2945,0.28985,0.2807,0.321,0.3201,0.2996,0.2853
000000000000000007ac_0,1,0.1739,0.229,0.20535,0.2386,0.198,0.2558,0.21715,0.2368,0.2163,0.2478
000000000000000007d1_0,1,0.0926,0.0897,0.081,0.0616,0.0584999999999999,0.06805,0.1123,0.0807,0.0996,0.0813
000000000000000007fc_0,1,0.0978499999999999,0.1067,0.0797,0.1107,0.0862,0.09115,0.0859,0.1095,0.1092,0.1187
00000000000000000800_0,1,0.04815,0.0235,0.0252,0.0384,0.0321,0.05415,0.04105,0.0462,0.0645,0.0466
000000000000000007bf_0,1,0.23885,0.241,0.2456,0.2389,0.27215,0.2628,0.26695,0.2798,0.2891,0.24975
000000000000000003b6_0,1,0.3125,0.3082,0.2919,0.3265,0.3069,0.3051,0.2937,0.2921,0.26445,0.2829
0000000000000000079b_0,1,0.07295,0.0434,0.0472,0.0421,0.0701,0.10765,0.1137,0.05965,0.2059,0.0196
000000000000000007ae_0,1,0.2734,0.29815,0.2648,0.2801,0.27035,0.2953,0.2642,0.2986,0.255,0.3023
000000000000000007e2_0,1,0.13255,0.1421,0.1496,0.1278,0.1331,0.149,0.146,0.15765,0.1614,0.1247
000000000000000003ba_0,1,0.3037,0.26495,0.3194,0.2929,0.30095,0.3122,0.3241,0.3372,0.3433,0.2516
000000000000000007ea_0,1,0.11205,0.14595,0.1331999999999999,0.1775,0.1767,0.1397,0.1363,0.177,0.1457,0.2787
000000000000000003f2_0,1,0.1941999999999999,0.22085,0.1752,0.211,0.1516,0.206,0.1891,0.2533,0.2483,0.2041
000000000000000009e2_0,1,0.1254,0.2144,0.2119,0.2247,0.1727,0.2796,0.2729,0.2901,0.2341,0.2793
000000000000000007ee_0,1,0.15415,0.172,0.1538,0.1782,0.1658,0.2091,0.1878,0.1749,0.1956999999999999,0.2183
000000000000000009ce_0,1,0.1665,0.1425,0.1488,0.1504,0.1467,0.1689,0.22795,0.19125,0.20265,0.1831
000000000000000009e7_0,1,0.1059,0.0326,0.0142,0.03155,0.0437,0.0133,0.1792,0.0393,0.15295,0.0242
00000000000000000382_0,1,0.3568,0.4171,0.3316,0.4053,0.3247,0.402,0.3673,0.4458,0.3766,0.4201
0000000000000000037f_0,1,0.3565,0.37685,0.30565,0.3662,0.2914,0.33645,0.3239,0.4109,0.35445,0.3863
000000000000000003d5_0,1,0.18355,0.223,0.195,0.1532,0.1408,0.20015,0.1179,0.1997,0.1683,0.167
00000000000000000a31_0,1,0.13855,0.1784,0.1776,0.1818,0.1683,0.19985,0.1647,0.2069,0.1785,0.2212
000000000000000007d0_0,1,0.16695,0.18485,0.142,0.19275,0.146,0.1799,0.152,0.18925,0.1776,0.2057
00000000000000000419_0,1,0.0332,0.0557,0.045,0.0353,0.0278,0.0585,0.0325,0.0669,0.0703,0.0336
000000000000000003e6_0,1,0.254,0.3208,0.3071,0.17815,0.2253,0.2332,0.2678,0.2967,0.2363,0.22615
000000000000000007aa_0,1,0.3427,0.2895,0.32305,0.3026,0.2906,0.32635,0.31505,0.3185,0.327,0.27065
000000000000000003ca_0,1,0.1352,0.1335,0.1254,0.1446,0.12825,0.1443,0.1066,0.1277,0.1256,0.1737
000000000000000007b6_0,1,0.221,0.2646,0.2133,0.2401,0.21425,0.2588,0.2134,0.285,0.22735,0.2369
000000000000000003b3_0,1,0.3338,0.30835,0.31915,0.3121,0.3135,0.33355,0.315,0.3232,0.3274,0.3456
0000000000000000038e_0,1,0.2612,0.3886,0.2807,0.3577,0.2936499999999999,0.35575,0.3124,0.3684,0.2772,0.3908
000000000000000003bf_0,1,0.2082,0.18545,0.1842,0.1869,0.1992,0.22215,0.23955,0.24645,0.2147,0.2282
000000000000000003f3_0,1,0.1672,0.2076,0.182,0.201,0.1785,0.19875,0.2143,0.22445,0.2182,0.2276
000000000000000003cb_0,1,0.3124,0.32505,0.26735,0.3405,0.2965,0.27985,0.2589,0.28975,0.2881,0.352
000000000000000003d1_0,1,0.2023,0.2013,0.20035,0.2051,0.18545,0.1974,0.2049,0.2209,0.2093,0.1949
0000000000000000082f_0,1,0.08615,0.09235,0.0772,0.0868,0.0819,0.0946,0.0898,0.08845,0.0932,0.09535
000000000000000007cc_0,1,0.1649,0.1884,0.1536,0.2024,0.17925,0.205,0.1284,0.2355,0.23345,0.2526
000000000000000007df_0,1,0.15635,0.1924,0.181,0.1873,0.1967,0.1948,0.1939,0.23065,0.2066,0.2521
000000000000000007b0_0,1,0.25955,0.23705,0.28705,0.2673,0.24005,0.3042,0.27885,0.3199,0.3103,0.2478
00000000000000000403_0,1,0.1546,0.2062,0.1774,0.17485,0.1735,0.18865,0.2088,0.2512,0.2133,0.2212
00000000000000000380_0,1,0.3418,0.3518,0.30935,0.27355,0.31355,0.3556,0.3183,0.389,0.3464,0.3746
00000000000000000394_0,1,0.3717,0.32075,0.3453,0.3383,0.3271,0.34785,0.34425,0.3498,0.3494,0.3295
000000000000000003d3_0,1,0.255,0.2722,0.30315,0.103,0.1243,0.0954,0.1313,0.1193,0.1482,0.1523499999999999
000000000000000009b9_0,1,0.18965,0.1466,0.1899,0.05285,0.04905,0.0726,0.0639,0.04955,0.0741,0.04325
000000000000000007c2_0,1,0.2731,0.3013,0.3049,0.1915,0.2014,0.24605,0.249,0.2784,0.2581,0.23915
000000000000000003f6_0,1,0.12815,0.1294,0.0932,0.1035,0.0885,0.1666,0.1073,0.18945,0.1502,0.0606
000000000000000007e8_0,1,0.05815,0.06235,0.0504,0.0569,0.0439,0.0767,0.0704,0.0793,0.0954,0.0351
000000000000000009e8_0,1,0.2358,0.2756,0.2298,0.2514,0.2276,0.2586,0.2284,0.3168,0.258,0.28
000000000000000003b8_0,1,0.2847,0.2938,0.31095,0.1993,0.2173,0.2352,0.25275,0.2971,0.26065,0.25395
000000000000000007b2_0,1,0.3203,0.2485,0.29685,0.29725,0.2653,0.2505,0.3168,0.3149,0.3353,0.2749
0000000000000000040e_0,1,0.1567,0.1804,0.1612,0.13955,0.13375,0.1486,0.1526,0.18225,0.1761,0.1851
000000000000000007c7_0,1,0.2118,0.2573,0.2208,0.2052,0.231,0.23405,0.2381,0.24925,0.1717,0.26385
000000000000000003f5_0,1,0.1413,0.1526,0.1323,0.144,0.1491,0.17815,0.166,0.1798,0.2069,0.18185
00000000000000000412_0,1,0.14685,0.1524,0.0884,0.1642,0.0962,0.1298,0.0697,0.0864,0.078,0.1214
00000000000000000391_0,1,0.3462,0.3514,0.35195,0.3361,0.3287,0.332,0.3361,0.3564,0.3645,0.3057
00000000000000000767_0,1,0.217,0.2903,0.2275,0.2499,0.24145,0.2579,0.20915,0.2671,0.2149,0.2733
000000000000000007e3_0,1,0.17245,0.1649,0.161,0.17985,0.152,0.176,0.1266,0.1956,0.1935,0.1528
0000000000000000083f_0,1,0.1502,0.2054,0.1691,0.1879,0.1684,0.1573,0.1599,0.1529,0.1562,0.2021
00000000000000000804_0,1,0.3159,0.2695,0.2626,0.3006999999999999,0.24865,0.3106,0.3062,0.33725,0.35015,0.2837
000000000000000003b2_0,1,0.3123,0.2732,0.3323,0.31635,0.3083,0.303,0.3174499999999999,0.3041,0.3215,0.3237
000000000000000009fe_0,1,0.4508,0.4554,0.43655,0.44365,0.4351,0.45015,0.42275,0.454,0.4439,0.4468
000000000000000009ff_0,1,0.2426,0.2319,0.2387,0.27875,0.2242,0.22135,0.2372,0.2297,0.2358,0.2433
00000000000000000396_0,1,0.403,0.409,0.3949,0.39,0.364,0.394,0.36725,0.406,0.3984,0.3945
000000000000000003ce_0,1,0.2306,0.2179,0.2655,0.1052,0.1444,0.12325,0.16175,0.1527,0.1872,0.17995
000000000000000009d9_0,1,0.35615,0.5462,0.2006,0.1955,0.1735,0.38035,0.2262,0.4425,0.2799,0.5363
000000000000000003ec_0,1,0.2374,0.231,0.1965,0.2868,0.2033,0.2662,0.2319,0.2611,0.2111,0.24035
000000000000000003fe_0,1,0.1151,0.1433,0.1329,0.1382,0.1665,0.1362,0.15965,0.1398,0.1559,0.1935
000000000000000009e1_0,1,0.2494,0.3009,0.2382,0.2592,0.2646,0.3228,0.3144,0.35595,0.3051,0.2948
00000000000000000784_0,1,0.26205,0.2729,0.23035,0.2418,0.2471499999999999,0.2619,0.2286,0.30145,0.2727,0.3154
00000000000000000a01_0,1,0.22755,0.21655,0.2431,0.2323,0.2188,0.2365,0.2703,0.2493,0.2598,0.2452
00000000000000000a00_0,1,0.2963,0.3191,0.14845,0.2869,0.1732,0.3448,0.30715,0.3829,0.2355,0.3153
000000000000000003e8_0,1,0.2457,0.2756,0.2903,0.511,0.2702,0.419,0.2919,0.17175,0.3037,0.3963
00000000000000000a02_0,1,0.1884,0.1991,0.2009,0.2368499999999999,0.2237,0.2475,0.2374,0.2646,0.25175,0.28705
00000000000000000a03_0,1,0.1738,0.1602,0.16425,0.1597,0.1649499999999999,0.1557,0.1547,0.1993,0.2163,0.1457
