system:index,landcover,19-1_nir,19-2_nir,20-1_nir,20-2_nir,21-1_nir,21-2_nir,22-1_nir,22-2_nir,23-1_nir,23-2_nir
0000000000000000044a_0,0,0.3797,0.40685,0.34225,0.4288,0.379,0.4465,0.35005,0.4551,0.39245,0.40665
000000000000000000df_0,0,0.3108,0.4175999999999999,0.2094,0.27515,0.26265,0.267,0.1559,0.3083,0.2752,0.3039
000000000000000004bf_0,0,0.2783,0.2876,0.2257,0.2461,0.22285,0.1951,0.1915,0.21035,0.1935,0.3382
0000000000000000031b_0,0,0.0218,0.04065,0.03115,0.0488,0.0434,0.0337,0.0313,0.0471,0.0629,0.037
00000000000000000481_0,0,0.28765,0.3726,0.28585,0.3892,0.3239,0.4111,0.354,0.5902000000000001,0.3527,0.4318
00000000000000000919_0,0,0.1988,0.2613,0.21345,0.3233,0.22525,0.3207,0.2609,0.3904,0.2628,0.2872
00000000000000000463_0,0,0.2888,0.3654,0.35195,0.3636,0.3211,0.3361,0.3515,0.3863,0.31045,0.3357
000000000000000000d3_0,0,0.3332,0.3503,0.2844,0.2117,0.35945,0.3597,0.3709,0.4307,0.3369,0.32965
000000000000000001a7_0,0,0.01555,0.02575,0.009,0.0205,0.01905,0.0212,0.0205,0.0231,0.0428,0.0146
00000000000000000431_0,0,0.35025,0.33445,0.30655,0.3513,0.3528,0.34505,0.32545,0.3472,0.3945,0.2868
0000000000000000047d_0,0,0.31015,0.3246,0.27575,0.3604,0.27685,0.32315,0.2757,0.4,0.339,0.3067
00000000000000000055_0,0,0.06755,0.0371,0.0365,0.0228,0.056,0.0277,0.0392,0.0412,0.0649,0.03955
000000000000000004d5_0,0,0.2979,0.31685,0.23525,0.3403,0.2301,0.3174,0.2261,0.3684,0.36385,0.3132
0000000000000000005c_0,0,0.2563,0.2665,0.2193,0.3138,0.2742,0.389,0.2997,0.39335,0.14495,0.18245
0000000000000000014c_0,0,0.2738,0.3238499999999999,0.2833,0.2847,0.263,0.30145,0.2738,0.30935,0.2619,0.3493
0000000000000000016c_0,0,0.2371,0.1774,0.178,0.1592,0.15055,0.2389,0.1686,0.1826,0.1964,0.0659
00000000000000000564_0,0,0.38305,0.4187,0.2618,0.3189,0.2978,0.3806,0.2447,0.3771,0.343,0.2345
00000000000000000049_0,0,0.337,0.3419,0.332,0.36375,0.32925,0.3655,0.3091,0.411,0.35005,0.3775
000000000000000000f4_0,0,0.09015,0.0866,0.0768,0.116,0.0955,0.09715,0.0553,0.0628,0.0691,0.0883
00000000000000000540_0,0,0.38415,0.34895,0.3622,0.3085,0.2825,0.3362,0.2604,0.3006,0.3492,0.2354
0000000000000000083a_0,0,0.3761,0.31425,0.2415,0.3342,0.2591,0.4042,0.2582,0.3992,0.28525,0.3912
000000000000000000ab_0,0,0.2921,0.3205,0.2952,0.43645,0.3556,0.4293,0.2601,0.4567,0.4221,0.3894
0000000000000000004e_0,0,0.2779,0.28995,0.2403,0.3457,0.2495,0.3246,0.27265,0.359,0.30905,0.3602
000000000000000004b1_0,0,0.29715,0.3403,0.2935,0.3473,0.29975,0.3356,0.30635,0.31645,0.3199,0.29915
00000000000000000080_0,0,0.0424,0.0468,0.0413,0.058,0.0494,0.0426,0.0437,0.0383,0.0553,0.0516
000000000000000000f6_0,0,0.0697,0.0185,0.017,0.03815,0.0146,0.014,0.0157,0.01495,0.0546,0.0128
000000000000000001d3_0,0,0.36505,0.434,0.3861,0.4397,0.4048,0.4386,0.3528,0.4659,0.416,0.4786
00000000000000000482_0,0,0.2996,0.374,0.3138,0.4667,0.3768,0.4418,0.3687,0.4969,0.3550999999999999,0.35015
000000000000000004e9_0,0,0.3051,0.3082,0.2963,0.3414,0.3137,0.32995,0.3052,0.3585,0.293,0.3188
000000000000000000e3_0,0,0.367,0.4976,0.37095,0.26555,0.3709,0.3947,0.41895,0.4459,0.3216,0.3755
000000000000000004b5_0,0,0.323,0.3328,0.2742,0.3165,0.3134,0.3749,0.3661,0.38545,0.33435,0.37295
0000000000000000007c_0,0,0.2897,0.2956,0.2783,0.3142,0.2722,0.3339,0.23765,0.40905,0.2876,0.3694
000000000000000004aa_0,0,0.0629,0.0433,0.05375,0.0405,0.0386,0.03755,0.059,0.0509,0.0897,0.027
00000000000000000438_0,0,0.3746,0.3792,0.3823499999999999,0.27385,0.2612,0.375,0.3269,0.3652,0.3934,0.3166
0000000000000000015d_0,0,0.38695,0.2264,0.3745,0.209,0.21575,0.27125,0.1634,0.3052,0.3022,0.1919
00000000000000000962_0,0,0.2723,0.3499,0.2705,0.3821,0.2518,0.3472,0.31215,0.43235,0.25815,0.325
00000000000000000a55_0,0,0.32555,0.392,0.3334,0.4249,0.3297,0.31445,0.3101,0.40935,0.2921,0.35735
0000000000000000047a_0,0,0.0281,0.0243,0.02425,0.0179,0.0858,0.018,0.0176,0.0428,0.0371,0.0199
000000000000000000b8_0,0,0.2613,0.3521,0.2782,0.325,0.323,0.3445,0.3484,0.37065,0.3172,0.35215
000000000000000001bf_0,0,0.0523,0.0185,0.0216,0.0778,0.0123,0.0165,0.0233,0.02005,0.0599,0.0101
000000000000000004df_0,0,0.28305,0.20255,0.2685,0.2183,0.2534,0.2365,0.24245,0.1733,0.3636,0.2791
000000000000000005a3_0,0,0.0871,0.01425,0.0141,0.0432,0.0081,0.01295,0.0149,0.0155,0.0293,0.0075
000000000000000004ab_0,0,0.2754,0.3279,0.24315,0.3089,0.2499,0.36215,0.2867,0.4362,0.33225,0.3683
00000000000000000054_0,0,0.29305,0.2735,0.2814,0.2736,0.2385,0.3171,0.3079,0.3527,0.30085,0.2688
000000000000000004f7_0,0,0.2085,0.1724,0.2415,0.21645,0.2799,0.1897,0.28645,0.2829,0.3987,0.4684
0000000000000000088c_0,0,0.0319,0.04425,0.0969,0.0492,0.04925,0.0324,0.0339,0.0405,0.02605,0.0217
000000000000000000fe_0,0,0.026,0.0269,0.0187,0.02715,0.0149,0.01125,0.0197,0.01715,0.0569,0.0081
00000000000000000042_0,0,0.3216,0.3213,0.2327,0.3249,0.26885,0.3316,0.2914,0.33315,0.4029,0.2642
00000000000000000043_0,0,0.3793,0.3431,0.3334,0.3636,0.2976,0.36915,0.27705,0.3500999999999999,0.2829,0.3555
00000000000000000588_0,0,0.38355,0.4334,0.5876,0.34375,0.5264,0.4192,0.5266000000000001,0.4062,0.5646,0.5987
000000000000000005e0_0,0,0.0358,0.0157,0.0108,0.0253,0.0135,0.02465,0.0174,0.01085,0.0512,0.01
00000000000000000077_0,0,0.3444,0.3353,0.2756,0.2888,0.32825,0.3319,0.356,0.3571,0.34205,0.29055
00000000000000000036_0,0,0.3251,0.36375,0.335,0.3862,0.3374,0.4019,0.3316,0.4101,0.3539,0.32995
00000000000000000857_0,0,0.1434,0.1142,0.1102,0.1167,0.1111,0.1009,0.091,0.0921,0.0964,0.0764999999999999
000000000000000001bb_0,0,0.42075,0.3460499999999999,0.29,0.36985,0.2905,0.3718,0.2691,0.3802999999999999,0.2585,0.3329
000000000000000001cd_0,0,0.4263,0.2961,0.3064,0.262,0.2434,0.2867,0.2532,0.2895,0.3126,0.22775
00000000000000000493_0,0,0.24545,0.3182,0.2483,0.4185,0.28765,0.3556,0.3297,0.47265,0.2894,0.337
0000000000000000011a_0,0,0.0358,0.0374,0.0352,0.0316,0.0273,0.0249,0.0279,0.031,0.1178,0.0182
000000000000000004f1_0,0,0.21855,0.3489,0.193,0.2885,0.24085,0.32605,0.3171,0.23415,0.35385,0.2953
000000000000000004f4_0,0,0.2175,0.3174499999999999,0.2602,0.30365,0.2699,0.3382,0.3537,0.3308,0.30755,0.3274
000000000000000005ab_0,0,0.0826,0.01765,0.0175,0.0429,0.0146,0.0191,0.0211,0.0228,0.0623,0.0109
000000000000000000f0_0,0,0.4221,0.3483,0.2968,0.3975,0.2662,0.3784,0.3059999999999999,0.4495,0.353,0.3098
0000000000000000035e_0,0,0.02325,0.0346,0.0331,0.05765,0.0426,0.0327,0.0326,0.0488,0.0732,0.03965
0000000000000000047e_0,0,0.4046,0.4479,0.32555,0.4119,0.3562,0.449,0.4052,0.5181,0.4034,0.4693
00000000000000000876_0,0,0.3976,0.46285,0.2756,0.5002,0.3317,0.3232,0.32405,0.39455,0.25285,0.33
000000000000000000b9_0,0,0.2053,0.35175,0.1404,0.3523,0.2337,0.3654,0.2607,0.3866,0.3329,0.4073
000000000000000000c8_0,0,0.2848,0.349,0.3081,0.3095,0.26285,0.26225,0.22895,0.3165,0.30865,0.407
00000000000000000a50_0,0,0.2941,0.3072,0.2642,0.3384,0.283,0.35155,0.29705,0.38595,0.31385,0.3728
000000000000000004f8_0,0,0.3136,0.3185,0.30535,0.33005,0.2824,0.29495,0.2414,0.35455,0.3205,0.33145
00000000000000000132_0,0,0.2789,0.276,0.2602,0.2787,0.22905,0.30505,0.2573,0.3509,0.2904,0.2915
00000000000000000496_0,0,0.22375,0.28135,0.2277,0.32925,0.2339,0.30185,0.2746,0.33675,0.21565,0.2905
000000000000000006a8_0,0,0.28925,0.3317,0.2848,0.3073,0.2152,0.2977,0.26845,0.3502,0.2992,0.2291
00000000000000000099_0,0,0.2292,0.2281,0.2344,0.2425,0.2312,0.27515,0.2613999999999999,0.3021,0.2886499999999999,0.2898
00000000000000000495_0,0,0.20685,0.2254,0.19315,0.2544,0.1916,0.2487,0.2235,0.2951,0.2404,0.2817
00000000000000000965_0,0,0.3063,0.3349499999999999,0.3058,0.4076,0.32415,0.4659,0.3153,0.48815,0.3751,0.4538
00000000000000000964_0,0,0.0368,0.034,0.0428,0.03075,0.0339,0.02925,0.0379,0.0277,0.04265,0.0318
00000000000000000062_0,0,0.1406,0.13375,0.15895,0.15375,0.1739,0.1629,0.1643,0.1189,0.12,0.1561
00000000000000000026_0,0,0.3133,0.3315,0.2966,0.3019,0.26585,0.32765,0.30605,0.35675,0.3243,0.3316
0000000000000000008c_0,0,0.13465,0.1417,0.0769,0.1155,0.1049,0.1258,0.1074,0.1284,0.1212,0.0828
000000000000000004c1_0,0,0.43205,0.3982,0.3363,0.4359,0.3202,0.41165,0.3285,0.4871,0.385,0.3282
00000000000000000002_0,0,0.0388,0.03005,0.03455,0.0207,0.0279,0.0432,0.0682,0.02895,0.03455,0.02345
0000000000000000002f_0,0,0.1887,0.2374,0.19265,0.23475,0.1825,0.2004,0.1978,0.26125,0.2154999999999999,0.275
0000000000000000091b_0,0,0.21035,0.2363,0.18685,0.3014,0.22875,0.2634,0.2637,0.31005,0.2325,0.2825499999999999
00000000000000000522_0,0,0.18375,0.033,0.05025,0.0413,0.1415,0.028,0.0262,0.02735,0.041,0.0527
00000000000000000151_0,0,0.3313,0.35365,0.3113,0.40735,0.27565,0.3228,0.2409,0.2406,0.18755,0.2412
0000000000000000048f_0,0,0.39305,0.34115,0.3427,0.3371,0.31905,0.3533,0.31385,0.3488,0.2961,0.3263
0000000000000000050a_0,0,0.32005,0.3224,0.2942,0.2388,0.3403,0.2618,0.29985,0.26555,0.29375,0.2993
00000000000000000968_0,0,0.2779,0.4083,0.3215,0.3391,0.29,0.3863,0.3136,0.3943,0.3065,0.4061
00000000000000000966_0,0,0.2075,0.1481,0.1139,0.1385,0.1968,0.1749,0.1534,0.2036,0.15655,0.1583
00000000000000000967_0,0,0.1659,0.23185,0.1463,0.22195,0.1687,0.2484,0.2003,0.1348,0.0527,0.058
0000000000000000005f_0,0,0.0561,0.0533,0.04945,0.058,0.0378,0.0559,0.0689,0.0419,0.0505,0.05195
00000000000000000484_0,0,0.2877,0.3542,0.2306,0.4064,0.3735,0.4656,0.3213,0.4876,0.272,0.35665
00000000000000000470_0,0,0.3671,0.3493,0.2891,0.37365,0.3089,0.42445,0.36,0.48735,0.3756,0.4328
000000000000000008cd_0,0,0.4858,0.5311000000000001,0.47005,0.5202,0.38425,0.3757,0.47085,0.4561,0.3248,0.5219
00000000000000000340_0,0,0.06745,0.034,0.0335,0.0443,0.04265,0.0349,0.038,0.0523,0.0637,0.0375
0000000000000000048d_0,0,0.307,0.3453,0.2927,0.34805,0.29235,0.3421,0.2889,0.4668,0.3297,0.4317
00000000000000000510_0,0,0.3266,0.36465,0.2877,0.3734,0.2921,0.3132,0.2398,0.3019,0.28005,0.3105
00000000000000000531_0,0,0.2981,0.2962,0.2378,0.3438,0.2187,0.3331,0.2453,0.2553,0.2459,0.3118
0000000000000000092f_0,0,0.3304,0.32865,0.2958,0.3345,0.2525,0.3473,0.3164,0.3957,0.3164,0.2871
00000000000000000098_0,0,0.24945,0.3643,0.3483,0.4066,0.33,0.37455,0.30935,0.3633,0.249,0.2563
0000000000000000014b_0,0,0.3371,0.3264,0.2585,0.35695,0.2095,0.3393,0.2247,0.3503,0.2697,0.3631
000000000000000004f0_0,0,0.35435,0.28105,0.2952,0.2418,0.3088,0.34065,0.3589,0.3725,0.3446,0.2899
00000000000000000935_0,0,0.38305,0.31835,0.2158,0.3296,0.2052,0.2232,0.317,0.24485,0.2389,0.2717
00000000000000000446_0,0,0.4171,0.3311,0.2646,0.32685,0.27285,0.3857,0.4058,0.4079,0.3627,0.3963
00000000000000000587_0,0,0.15115,0.15885,0.16145,0.1639,0.1913,0.16975,0.2007,0.17395,0.17845,0.1753
0000000000000000005b_0,0,0.0861,0.02045,0.0442,0.02055,0.041,0.0281,0.1212,0.0359,0.0177,0.0128
00000000000000000177_0,0,0.09065,0.097,0.09425,0.1008,0.1087,0.1131,0.11975,0.0941,0.0917,0.0947
0000000000000000044d_0,0,0.35525,0.36215,0.2901,0.3948,0.288,0.3138,0.36815,0.3432,0.332,0.3518
00000000000000000515_0,0,0.3064,0.3014,0.2906,0.2983,0.2591,0.2825,0.2342,0.33185,0.2621,0.2461
000000000000000005fe_0,0,0.4105,0.34935,0.3191,0.26835,0.1198,0.1434,0.3104,0.4289,0.3195,0.36275
00000000000000000459_0,0,0.3574,0.3157,0.30335,0.3211,0.2813,0.3102,0.32275,0.3328,0.3058,0.3724
000000000000000004b9_0,0,0.2194,0.22875,0.2595,0.2196,0.1884,0.2377,0.24595,0.3123,0.21935,0.2067
000000000000000008e7_0,0,0.0802,0.07125,0.0735,0.05455,0.0528,0.0455,0.06,0.0401,0.06815,0.0368
00000000000000000048_0,0,0.0336,0.0264,0.0365,0.0486,0.0434,0.0224,0.021,0.0685,0.0313,0.0403
000000000000000004e4_0,0,0.3144,0.36555,0.3034,0.43275,0.3333,0.3693,0.3411,0.43845,0.4025,0.3761
000000000000000000aa_0,0,0.3024,0.31085,0.20965,0.4203,0.2705,0.4179,0.28055,0.4473,0.329,0.3904
0000000000000000016f_0,0,0.1276,0.1176,0.1244,0.133,0.1744,0.2123,0.2028,0.2011,0.21335,0.1515
00000000000000000089_0,0,0.2414,0.27215,0.261,0.34835,0.2656,0.3447,0.2935,0.35795,0.3002,0.3468
000000000000000000a9_0,0,0.12425,0.1372,0.1606,0.2427,0.20325,0.222,0.2425,0.25965,0.25295,0.2499
0000000000000000082a_0,0,0.39715,0.34245,0.33665,0.3221,0.2854,0.31335,0.3179,0.3592,0.3427,0.3176
00000000000000000969_0,0,0.0169,0.02355,0.0228,0.0275,0.01325,0.0217,0.0318,0.0274,0.0301,0.02475
0000000000000000096a_0,0,0.0323,0.0119,0.0177,0.0179,0.0135,0.0332999999999999,0.0273,0.0254,0.062,0.017
0000000000000000084b_0,0,0.23985,0.1397,0.1213,0.2122,0.13135,0.17055,0.10115,0.1126,0.2423,0.2094
0000000000000000004a_0,0,0.3849,0.3377,0.3366,0.2869,0.2558,0.29805,0.2669,0.3789,0.2875,0.2788
000000000000000008f8_0,0,0.24665,0.3159,0.2417,0.3342,0.2182,0.2319,0.2633,0.31335,0.2836,0.3397
00000000000000000079_0,0,0.3445,0.332,0.2969,0.35425,0.26545,0.3513,0.2629,0.4002,0.29415,0.3349
00000000000000000111_0,0,0.05125,0.01845,0.0095,0.024,0.0141,0.0101,0.0191,0.01595,0.0581,0.0077
00000000000000000165_0,0,0.35225,0.25095,0.3057,0.2636,0.293,0.2121,0.1651,0.2398,0.2246,0.2426
00000000000000000167_0,0,0.3388,0.2359,0.3179,0.2419,0.3168,0.2218,0.2998,0.2119,0.3848,0.2311
00000000000000000536_0,0,0.0327,0.01975,0.0143,0.0304,0.0245,0.03715,0.0208,0.0292499999999999,0.05615,0.014
00000000000000000542_0,0,0.2327,0.25635,0.2343,0.2283,0.1515,0.2342,0.2229,0.29225,0.227,0.2136
00000000000000000538_0,0,0.3276,0.2591,0.28775,0.2839,0.1951,0.34315,0.3072,0.34565,0.2639,0.2255
000000000000000001a8_0,0,0.4167,0.42695,0.3731,0.3784,0.3033,0.3981,0.2927,0.3974,0.2913,0.3298
00000000000000000502_0,0,0.3151,0.2278,0.28815,0.3132,0.2143,0.2103,0.22965,0.2288,0.2678,0.21975
0000000000000000092e_0,0,0.1092,0.0429,0.06005,0.2556,0.1875,0.1887,0.24555,0.297,0.2931,0.3087
0000000000000000094d_0,0,0.0888,0.14825,0.1353,0.13905,0.1168,0.1632,0.18485,0.2867,0.22175,0.27885
000000000000000004ce_0,0,0.3073,0.2791,0.2928,0.3143,0.24475,0.3253,0.2838,0.3361,0.3695,0.32735
0000000000000000059c_0,0,0.2553,0.2805,0.1315,0.1598,0.1489,0.2923,0.26855,0.27275,0.1565,0.17665
00000000000000000923_0,0,0.23035,0.3023,0.249,0.35255,0.2723,0.35815,0.25635,0.394,0.3004,0.3961
0000000000000000018f_0,0,0.1163,0.08635,0.06345,0.109,0.0691,0.089,0.0846,0.09585,0.1119,0.0881
00000000000000000489_0,0,0.27985,0.3569,0.2748,0.358,0.2807,0.3507,0.30885,0.4139,0.3318,0.3916
