system:index,landcover,19-1_blue,19-2_blue,20-1_blue,20-2_blue,21-1_blue,21-2_blue,22-1_blue,22-2_blue,23-1_blue,23-2_blue
0000000000000000037e_0,1,0.0186,0.0248,0.0332999999999999,0.0248,0.0234,0.0168,0.0138,0.0107,0.0118,0.0046
0000000000000000077c_0,1,0.01435,0.0245,0.0332999999999999,0.0243999999999999,0.02335,0.0181,0.0158,0.0044,0.0092,0.0034
00000000000000000386_0,1,0.0146,0.0261,0.0334,0.0232,0.02,0.0138,0.0106,0.0231,0.03215,0.0106
0000000000000000077f_0,1,0.037,0.039,0.0335,0.02765,0.0341,0.0308,0.0381,0.0345,0.0401,0.0291
00000000000000000770_0,1,0.02505,0.0292,0.03375,0.0272,0.02695,0.0252,0.0266,0.02185,0.03025,0.015
00000000000000000387_0,1,0.01595,0.022,0.0341,0.01825,0.02075,0.0157,0.0063,0.0073,0.01175,0.0026
0000000000000000038b_0,1,0.02495,0.0308,0.0343,0.03025,0.0411,0.04205,0.0607,0.0687,0.06135,0.0622
000000000000000007cf_0,1,0.0449,0.05135,0.0343,0.05055,0.04285,0.04245,0.0457,0.05215,0.0507,0.0453
000000000000000007d6_0,1,0.0577,0.0495,0.0346,0.0536,0.049,0.0387,0.0491,0.0552,0.0653,0.0561
0000000000000000076c_0,1,0.0133,0.02635,0.0348,0.0172,0.0239,0.0195,0.0181,0.0175,0.0133,0.01195
00000000000000000397_0,1,0.0418,0.04015,0.0349,0.0377,0.0379,0.02965,0.0555,0.05325,0.0566,0.052
000000000000000009f9_0,1,0.04915,0.052,0.0352,0.0463,0.039,0.0397,0.0386,0.03965,0.0524,0.0437
000000000000000009fa_0,1,0.0583,0.04775,0.0352,0.0465,0.0423,0.0404,0.0504,0.042,0.0439,0.0418
0000000000000000078f_0,1,0.02315,0.032,0.0353,0.0345,0.0256,0.02545,0.0137,0.0153,0.05,0.01475
000000000000000007c1_0,1,0.0486,0.0527,0.0353,0.0445,0.0412,0.0436,0.0461,0.04435,0.046,0.0353
000000000000000007cb_0,1,0.05825,0.0499,0.0353,0.05045,0.0439,0.0294,0.0372,0.0348,0.0519,0.0451
000000000000000003c1_0,1,0.0538,0.0422,0.0357,0.0364,0.0491,0.0444,0.03935,0.0401,0.03925,0.0371
00000000000000000769_0,1,0.03,0.0273,0.0357,0.0237,0.03185,0.02325,0.02605,0.0174,0.0245,0.0256999999999999
000000000000000007d8_0,1,0.0429,0.05675,0.0358,0.058,0.0487,0.0406,0.0425,0.0266,0.0375,0.0516
000000000000000003a1_0,1,0.0349,0.03465,0.036,0.0338,0.0418,0.03035,0.0287499999999999,0.0295,0.0294,0.0344
000000000000000003c9_0,1,0.06845,0.03925,0.0361,0.04245,0.0398,0.0387,0.0377,0.03435,0.0383,0.0401
000000000000000003e0_0,1,0.05505,0.0508,0.0361,0.0503,0.0462,0.0429,0.0448,0.0492,0.0541,0.0525
000000000000000009d1_0,1,0.0387,0.0389,0.0361,0.0458,0.0463,0.03635,0.0439,0.0343,0.0343,0.0365
00000000000000000777_0,1,0.02375,0.0445,0.0362,0.02685,0.0279,0.0221,0.0293,0.0112,0.04115,0.01465
000000000000000007b7_0,1,0.0454,0.0426,0.0362,0.042,0.0434,0.03725,0.0366,0.0411,0.0471,0.0427
000000000000000003a2_0,1,0.0398,0.0332,0.0363,0.0378,0.0378,0.0266,0.0171,0.0236,0.04545,0.0162
00000000000000000790_0,1,0.02915,0.03245,0.0365,0.0308,0.0283,0.0203,0.0151,0.0258,0.0247,0.0156
00000000000000000786_0,1,0.0523,0.04185,0.03655,0.0332999999999999,0.0291,0.0241,0.0185,0.01855,0.05535,0.0157
00000000000000000789_0,1,0.03465,0.02875,0.0366,0.0287,0.0389,0.0338,0.0323,0.01845,0.0212,0.0227
0000000000000000039c_0,1,0.02465,0.0369,0.0372,0.0316,0.02535,0.02285,0.0135,0.0067,0.0447,0.0143
000000000000000009fb_0,1,0.01505,0.025,0.0372,0.0263,0.0226,0.0171,0.0104,0.0086,0.0146,0.00775
000000000000000003ed_0,1,0.04255,0.0467,0.0373,0.0407,0.0402,0.03395,0.0474,0.0321,0.0912,0.0356
000000000000000003c4_0,1,0.0733,0.0559,0.0374,0.0407,0.0425,0.051,0.0641,0.05265,0.1425,0.0616
000000000000000009e4_0,1,0.041,0.0415,0.0374,0.0347,0.0414,0.0614,0.0699,0.06335,0.0736,0.1326
0000000000000000077b_0,1,0.0443,0.0343,0.0376,0.02995,0.0423,0.033,0.03665,0.0276,0.0346,0.0345
000000000000000007a1_0,1,0.0308,0.03525,0.0377,0.0349,0.0341,0.0346,0.0256999999999999,0.01845,0.0525,0.02855
0000000000000000077d_0,1,0.0232,0.02905,0.0381,0.022,0.02235,0.0236,0.0229,0.0224,0.0268,0.01425
000000000000000003b5_0,1,0.0361,0.03385,0.0383,0.0497,0.0338,0.02915,0.0162,0.01525,0.0478,0.02245
000000000000000003e3_0,1,0.0527,0.04675,0.0383,0.0518,0.0462,0.0379,0.048,0.04635,0.0458,0.0435
000000000000000007bc_0,1,0.03245,0.04955,0.0383,0.0451,0.0434,0.03165,0.0208,0.0281,0.0545,0.0332
0000000000000000038f_0,1,0.01935,0.02715,0.0384,0.0352,0.0246,0.0229,0.0192,0.0137,0.01195,0.00695
000000000000000003a4_0,1,0.0224,0.0315,0.0385,0.0434,0.0289,0.0203,0.0192,0.02735,0.024,0.0097
000000000000000007ab_0,1,0.038,0.0388,0.0385,0.0382,0.0388,0.0321,0.0356,0.03565,0.0335,0.03935
0000000000000000076d_0,1,0.0127,0.0376,0.0388,0.0225,0.01925,0.0172,0.0162,0.01745,0.011,0.01075
000000000000000003dc_0,1,0.0438,0.04945,0.0389,0.0407,0.0431,0.0361,0.0483,0.0396,0.11745,0.0389
000000000000000009fc_0,1,0.0312,0.0285,0.0389,0.0195,0.03825,0.027,0.02355,0.01905,0.0306,0.0196
000000000000000003a6_0,1,0.0419,0.0392,0.039,0.0394,0.0431,0.0364,0.0348,0.0399,0.0423,0.0279
000000000000000007ca_0,1,0.046,0.0561,0.039,0.0475,0.0525,0.03715,0.0447,0.051,0.0486,0.0439
0000000000000000038c_0,1,0.0267,0.03095,0.03905,0.02455,0.02915,0.0276,0.0212,0.0193,0.0462,0.0147
000000000000000003e1_0,1,0.05075,0.04885,0.0392,0.0486,0.0455,0.0481,0.0474,0.0435,0.0535,0.0449
000000000000000003a3_0,1,0.04975,0.0369,0.03955,0.0411,0.037,0.0331,0.0436,0.0362,0.0547,0.0477
00000000000000000791_0,1,0.03795,0.0308,0.0397,0.02865,0.0423,0.036,0.0361,0.02275,0.0282,0.0266
0000000000000000039e_0,1,0.04115,0.0335,0.0398,0.0305,0.0397,0.03255,0.033,0.0332,0.0337,0.0336
00000000000000000802_0,1,0.06015,0.0642,0.04,0.0654,0.0558,0.0622,0.0583,0.0629,0.0684,0.0696
000000000000000003c6_0,1,0.0519,0.04105,0.0402,0.0417,0.0356,0.0362,0.0344,0.0422,0.05155,0.0289
000000000000000007a3_0,1,0.0419,0.0317,0.0402,0.03145,0.04,0.0396,0.0387,0.0274,0.0342,0.0306
00000000000000000381_0,1,0.04045,0.0252,0.0406,0.0256999999999999,0.02235,0.01775,0.0159,0.0134,0.0137,0.00955
000000000000000007ba_0,1,0.0465,0.0473,0.0406,0.0432,0.0404,0.0376,0.0443,0.0459,0.0424,0.035
000000000000000009c7_0,1,0.0456,0.0434,0.0406,0.03795,0.0397,0.03395,0.0217,0.02,0.055,0.0188
0000000000000000079a_0,1,0.0415,0.0344,0.0407,0.036,0.03625,0.02635,0.0129,0.0369,0.0671,0.055
000000000000000007a5_0,1,0.03745,0.0452,0.0407,0.0346,0.035,0.0272,0.0237,0.03135,0.0522,0.0225
00000000000000000839_0,1,0.0822,0.0431,0.04085,0.0476,0.0451,0.0407,0.0378,0.04555,0.0597,0.0505
00000000000000000399_0,1,0.0351,0.031,0.04095,0.0305,0.0263,0.032,0.0325,0.0359,0.0338,0.0217
000000000000000009fd_0,1,0.0305,0.03305,0.041,0.0416,0.046,0.0341,0.0414,0.04125,0.04295,0.0364
0000000000000000079c_0,1,0.0507,0.04125,0.0412,0.0339,0.04505,0.0358,0.03625,0.0385,0.0401,0.0326
000000000000000007dd_0,1,0.0323,0.0366999999999999,0.0412,0.0546,0.0439,0.0313,0.0185,0.0192,0.0495,0.0308
00000000000000000773_0,1,0.01525,0.0355,0.0413,0.0196,0.0253,0.0143,0.0128,0.0168,0.0049,0.0058
000000000000000003aa_0,1,0.0397,0.0413,0.0418,0.0392,0.0401,0.0315,0.0207,0.0188,0.0572,0.0223
000000000000000007e6_0,1,0.0457,0.0461,0.04185,0.0529,0.0508,0.04795,0.0579,0.06,0.0534,0.043
000000000000000007a8_0,1,0.05985,0.0534,0.042,0.0365,0.0359,0.03185,0.0416,0.0441,0.0357,0.0274
000000000000000007cd_0,1,0.03715,0.0459,0.0423,0.0468,0.0302,0.0301,0.0182,0.0177,0.0461,0.0311
000000000000000009c1_0,1,0.04675,0.04715,0.0423,0.0589,0.0643,0.03795,0.0455,0.0562,0.0762,0.0535
000000000000000007a9_0,1,0.0441,0.03485,0.0424,0.03725,0.0291,0.02635,0.0165,0.0142,0.0501,0.02275
00000000000000000383_0,1,0.0266,0.02375,0.0428,0.026,0.0337,0.02505,0.03245,0.023,0.0284,0.0267
000000000000000007e7_0,1,0.0456,0.05465,0.043,0.0581,0.0453,0.0411,0.0493,0.0579,0.0611,0.0747
00000000000000000798_0,1,0.043,0.031,0.0431,0.0351,0.0345,0.0283,0.0325,0.03055,0.0326,0.028
000000000000000007c5_0,1,0.0572,0.0679,0.0433,0.0458,0.0493,0.0716499999999999,0.08,0.045,0.0645,0.0683
000000000000000003bb_0,1,0.04525,0.0479,0.0436,0.0437,0.0443,0.0435,0.0496,0.0499,0.0554,0.029
00000000000000000780_0,1,0.0272,0.0345,0.0438,0.0319,0.03005,0.02505,0.0297,0.0269,0.0292,0.0225
000000000000000007ac_0,1,0.0419,0.025,0.0439,0.0338,0.04005,0.0425,0.0454,0.03595,0.0407,0.0285
000000000000000007d1_0,1,0.06205,0.0725,0.044,0.0485,0.0447,0.0552,0.0622,0.0722,0.065,0.0408
000000000000000007fc_0,1,0.0558,0.06345,0.0442,0.0658,0.0688,0.0505,0.0603,0.0661,0.0657,0.0449
00000000000000000800_0,1,0.06725,0.06225,0.0443,0.0639,0.0557,0.05925,0.05015,0.0576,0.0612,0.0622
000000000000000007bf_0,1,0.04625,0.0389,0.0444,0.0358,0.043,0.0354,0.03205,0.0277,0.03715,0.0255
000000000000000003b6_0,1,0.0324,0.0407,0.04445,0.0357,0.0295,0.027,0.0172,0.0173,0.0541,0.0347
0000000000000000079b_0,1,0.0665999999999999,0.0396,0.0445,0.0334,0.0535,0.07325,0.0611,0.04275,0.1169,0.0433
000000000000000007ae_0,1,0.048,0.04095,0.0448,0.0367,0.0345,0.0339,0.038,0.03895,0.0413,0.0279
000000000000000007e2_0,1,0.05345,0.0592,0.0448,0.0572,0.0546,0.0513999999999999,0.0543,0.0527,0.0589,0.0594
000000000000000003ba_0,1,0.0416,0.04385,0.045,0.0395999999999999,0.044,0.0335,0.0321,0.0384,0.036,0.0422
000000000000000007ea_0,1,0.05955,0.06835,0.045,0.0556,0.0581,0.0522,0.0588,0.0517,0.0679,0.0428
000000000000000003f2_0,1,0.05025,0.0551,0.0456,0.0568,0.0594,0.0426,0.048,0.0367,0.0433,0.0409
000000000000000009e2_0,1,0.0526,0.05145,0.0458,0.0541,0.04135,0.04625,0.0577,0.0471,0.04595,0.0424
000000000000000007ee_0,1,0.0597,0.0604,0.0459,0.0574,0.0513999999999999,0.0533,0.0503,0.0595,0.058,0.0546
000000000000000009ce_0,1,0.1199,0.0488,0.0462,0.05895,0.0777,0.04615,0.0566,0.0555,0.0419,0.0422
000000000000000009e7_0,1,0.1283,0.0706,0.0465,0.07305,0.0944,0.0547,0.07335,0.0479,0.05635,0.071
00000000000000000382_0,1,0.01865,0.03475,0.04655,0.0173,0.02475,0.01865,0.0194,0.0104,0.0116,0.004
0000000000000000037f_0,1,0.0074,0.0184,0.04675,0.0187,0.0179,0.00885,0.00595,0.0052,0.0007,0.0
000000000000000003d5_0,1,0.05435,0.051,0.0468,0.0508,0.0504,0.04365,0.0549,0.0516,0.0722,0.0737
00000000000000000a31_0,1,0.05335,0.0552,0.0468,0.0454,0.04995,0.03855,0.0438,0.0353,0.0428,0.0381
000000000000000007d0_0,1,0.0448,0.0493,0.047,0.0442,0.042,0.03515,0.0379,0.0386,0.0413,0.0328
00000000000000000419_0,1,0.0572,0.0707,0.0471,0.0624,0.062,0.0749,0.0525,0.0672,0.0806,0.0776
000000000000000003e6_0,1,0.0548,0.0427,0.04755,0.05465,0.05215,0.04225,0.0521,0.0369,0.0382,0.04345
000000000000000007aa_0,1,0.0344,0.02855,0.04765,0.0331,0.0371,0.0258499999999999,0.0367,0.0247,0.0284,0.0366999999999999
000000000000000003ca_0,1,0.0537,0.06485,0.0477,0.0628,0.0585,0.0563,0.0583,0.0373,0.0687,0.0476
000000000000000007b6_0,1,0.04025,0.0288,0.04775,0.0342,0.04215,0.033,0.0526,0.0226,0.0375,0.026
000000000000000003b3_0,1,0.0373,0.03525,0.0478,0.0316,0.037,0.03345,0.0404,0.0299,0.0354,0.0301
0000000000000000038e_0,1,0.01435,0.0279,0.04785,0.0163,0.02685,0.01705,0.0171,0.0181,0.0076,0.00795
000000000000000003bf_0,1,0.04265,0.04985,0.04785,0.0442,0.052,0.04555,0.034,0.03555,0.0404,0.0314
000000000000000003f3_0,1,0.05905,0.0577,0.0479,0.0536,0.0533,0.0479,0.0542,0.05225,0.0581,0.0464
000000000000000003cb_0,1,0.033,0.03635,0.048,0.0377,0.0325,0.0264,0.0234,0.01905,0.0529,0.0203
000000000000000003d1_0,1,0.04815,0.0417,0.04825,0.051,0.05665,0.04515,0.04215,0.0307,0.0393,0.0405
0000000000000000082f_0,1,0.05105,0.03675,0.0483,0.0519,0.0541,0.0625,0.0526,0.0454,0.0481,0.042
000000000000000007cc_0,1,0.0594,0.0489,0.0484,0.0448,0.0398,0.0376,0.01475,0.02855,0.03715,0.0197
000000000000000007df_0,1,0.06725,0.06495,0.0484,0.0524,0.0477,0.0432,0.0438,0.04495,0.0462,0.0481
000000000000000007b0_0,1,0.0411,0.03365,0.0485,0.0366,0.0372,0.0281,0.0298,0.0203,0.0267,0.0422
00000000000000000403_0,1,0.05325,0.0632,0.0486,0.0624,0.0491,0.04695,0.0457,0.0509,0.0495,0.0461
00000000000000000380_0,1,0.0199,0.0336,0.04875,0.0148,0.0221,0.0157,0.00905,0.0109,0.00865,0.0042
00000000000000000394_0,1,0.0322,0.03115,0.04885,0.0283,0.0352,0.02485,0.0327,0.0233,0.0302,0.0332999999999999
000000000000000003d3_0,1,0.0614,0.0421,0.04895,0.0531,0.05935,0.0551,0.06945,0.0642,0.0566,0.05735
000000000000000009b9_0,1,0.0552,0.0465,0.0491,0.05565,0.0534,0.0658,0.0662,0.0563,0.0594,0.0652
000000000000000007c2_0,1,0.053,0.0394,0.04915,0.04345,0.0432,0.03495,0.0513,0.0446,0.0379,0.0337
000000000000000003f6_0,1,0.05955,0.0546,0.0492,0.04875,0.0497,0.0372,0.0412,0.0402,0.0715,0.0835
000000000000000007e8_0,1,0.06185,0.0592,0.0492,0.0576,0.0638,0.05435,0.0601,0.06865,0.0793,0.0521
000000000000000009e8_0,1,0.0155,0.0213,0.04935,0.0267,0.0211,0.01325,0.0145,0.006,0.00565,0.0017
000000000000000003b8_0,1,0.0576,0.0443,0.04965,0.03985,0.04635,0.0422,0.05265,0.0461,0.0365,0.03585
000000000000000007b2_0,1,0.0433,0.03755,0.05,0.0369,0.04,0.0341,0.0378,0.0273,0.0307,0.0389
0000000000000000040e_0,1,0.056,0.06335,0.0503,0.06955,0.0521999999999999,0.0639,0.0706,0.06275,0.0597,0.0551
000000000000000007c7_0,1,0.0411,0.0492,0.0505,0.0391,0.0401,0.03425,0.0459,0.02455,0.0632,0.038
000000000000000003f5_0,1,0.0615,0.0636,0.0509,0.0614,0.05035,0.0468,0.0416,0.0439,0.0496,0.04755
00000000000000000412_0,1,0.0962,0.0684,0.0509,0.06395,0.0518,0.0539,0.0681,0.067,0.0846,0.0675
00000000000000000391_0,1,0.0316,0.0297,0.05115,0.0275,0.0382,0.02915,0.0335499999999999,0.0342,0.0326,0.0287
00000000000000000767_0,1,0.0239,0.0236,0.0512,0.0167,0.0122,0.0176,0.07425,0.0084,0.0101,0.0042
000000000000000007e3_0,1,0.08215,0.0445,0.0512,0.056,0.0453,0.0421,0.0512,0.0452,0.0609,0.0431
0000000000000000083f_0,1,0.0561,0.0531,0.0516,0.0569,0.05215,0.0557,0.0544,0.0609,0.0604,0.0458
00000000000000000804_0,1,0.0715,0.06095,0.052,0.0655,0.06965,0.07655,0.0843,0.0592,0.1135,0.126
000000000000000003b2_0,1,0.04475,0.03595,0.05225,0.03,0.0422,0.0306,0.0387,0.032,0.0334,0.0307
000000000000000009fe_0,1,0.0301,0.0328,0.0523,0.0267,0.0408,0.0297,0.03335,0.0337,0.0339,0.0301
000000000000000009ff_0,1,0.0526,0.0521,0.0523,0.0573,0.0511,0.0548,0.05335,0.0519,0.0475,0.0429
00000000000000000396_0,1,0.0296,0.0284,0.0523,0.0268,0.0377,0.03015,0.03275,0.0235,0.026,0.03
000000000000000003ce_0,1,0.0649,0.04955,0.05255,0.0490499999999999,0.05625,0.0513,0.0659,0.0586,0.05125,0.0474
000000000000000009d9_0,1,0.05905,0.04725,0.0526,0.0675,0.0626,0.04505,0.06,0.04785,0.0471,0.043
000000000000000003ec_0,1,0.0667,0.0427,0.0527,0.0621,0.0542,0.0325499999999999,0.017,0.01925,0.0486,0.0331
000000000000000003fe_0,1,0.0482,0.05985,0.0527,0.062,0.0599,0.05445,0.0619,0.06525,0.0617,0.0565
000000000000000009e1_0,1,0.018,0.0438,0.05275,0.0127,0.0301,0.015,0.00795,0.0166,0.0056,0.00945
00000000000000000784_0,1,0.0312,0.0337,0.0528,0.0244,0.03075,0.02285,0.0244,0.0244,0.021,0.0158
00000000000000000a01_0,1,0.1046499999999999,0.02905,0.05295,0.0249,0.0894,0.0252,0.0236,0.0234,0.017,0.0226
00000000000000000a00_0,1,0.05925,0.052,0.05295,0.05075,0.0466,0.0419,0.05095,0.0356,0.0998,0.0485
000000000000000003e8_0,1,0.0661,0.0571,0.053,0.0388,0.0429,0.0424,0.0361,0.0522,0.0531,0.0301
00000000000000000a02_0,1,0.0521,0.05465,0.053,0.05195,0.0429,0.03635,0.0256,0.02205,0.05415,0.02735
00000000000000000a03_0,1,0.05335,0.0419,0.053,0.0465,0.0518,0.0486,0.04885,0.041,0.046,0.0418
000000000000000009d2_0,1,0.0173,0.0215,0.05305,0.0229,0.02185,0.0164,0.0118,0.013,0.01255,0.0023
000000000000000007d5_0,1,0.0417,0.0382,0.0533,0.044,0.03795,0.0396,0.0356,0.0443,0.03625,0.0298
000000000000000003d6_0,1,0.0431,0.0505,0.05335,0.0476,0.0534,0.0393,0.043,0.042,0.0644,0.04705
000000000000000009d3_0,1,0.036,0.0314,0.05355,0.03095,0.0394,0.0322,0.0323,0.0306,0.0267,0.0388
000000000000000003c7_0,1,0.0379,0.03725,0.05365,0.03775,0.0386,0.0297,0.03875,0.0254,0.0415,0.044
000000000000000009f0_0,1,0.09425,0.0622,0.0539,0.062,0.0802,0.0487,0.0548,0.0461,0.0485,0.0621
000000000000000003bc_0,1,0.0662,0.0475,0.05395,0.0441,0.0493,0.04615,0.0552,0.046,0.04905,0.0523
000000000000000009ec_0,1,0.0347,0.0337,0.05405,0.032,0.0404,0.03405,0.03725,0.0321,0.0384,0.0328
00000000000000000812_0,1,0.0724,0.0691,0.0542,0.0762,0.0727,0.0754,0.08225,0.0777,0.0785,0.0649
000000000000000003dd_0,1,0.0554,0.0497,0.05425,0.0457,0.0547,0.0444,0.04435,0.0438,0.0469,0.0518
00000000000000000a06_0,1,0.13135,0.02665,0.0546,0.0255,0.0927,0.024,0.0126,0.0239,0.0143,0.0183
0000000000000000038d_0,1,0.0395,0.0332,0.0547,0.0335,0.0389,0.03195,0.0388,0.0261,0.0489,0.0334
000000000000000007d3_0,1,0.0264,0.04,0.0547,0.0397,0.04265,0.0302,0.0291,0.0142,0.0167,0.0174
00000000000000000781_0,1,0.0309,0.024,0.0549,0.031,0.0367,0.0239,0.026,0.0136,0.0289,0.02755
000000000000000007da_0,1,0.04975,0.0439,0.055,0.0494,0.0543,0.05615,0.0718,0.0568,0.0741,0.04625
00000000000000000389_0,1,0.01545,0.0357,0.0552,0.0202,0.0253,0.0228,0.0152,0.01705,0.0091,0.0118
0000000000000000039a_0,1,0.0394,0.0332,0.0553,0.0348,0.0453,0.0328,0.04115,0.0315,0.0437,0.0342
0000000000000000078b_0,1,0.037,0.04025,0.0553,0.03225,0.04355,0.03775,0.03795,0.0277,0.0294,0.03585
000000000000000009be_0,1,0.0214,0.0266,0.05535,0.02335,0.02555,0.021,0.01825,0.0051,0.01195,0.0059
000000000000000003bd_0,1,0.0746,0.0508,0.0555,0.04545,0.0491,0.04465,0.05535,0.0447,0.048,0.04215
00000000000000000406_0,1,0.0579,0.06845,0.0555,0.0505,0.0469,0.0616,0.0618,0.0709,0.0998,0.0804
000000000000000007f4_0,1,0.05635,0.0603,0.0556,0.06,0.054,0.0552,0.0671,0.0592,0.0614,0.0579
000000000000000003de_0,1,0.0539,0.04675,0.05565,0.0497,0.0551,0.0522,0.05475,0.04045,0.0498,0.0436
000000000000000003ab_0,1,0.0417,0.0379,0.0558,0.0384,0.04445,0.0451,0.0315,0.03735,0.0393,0.0366
000000000000000003c5_0,1,0.0515,0.0375,0.05615,0.0337,0.043,0.0373,0.04195,0.0351,0.0399,0.0386
000000000000000003cc_0,1,0.0406,0.0359,0.05615,0.035,0.0414,0.03435,0.0366,0.0351,0.0342,0.0449
000000000000000003d2_0,1,0.04795,0.0396,0.05615,0.0423,0.0498,0.0379,0.0455,0.0437,0.0535,0.06715
000000000000000007ef_0,1,0.0449,0.05675,0.0563,0.05345,0.0481,0.0543,0.0648,0.0627,0.0655,0.06515
000000000000000003c0_0,1,0.0393,0.04185,0.05635,0.0341,0.0426,0.03635,0.0374,0.0367,0.0335,0.0356
00000000000000000a45_0,1,0.0471,0.04135,0.0564,0.0334,0.032,0.03295,0.0323,0.0391,0.0268,0.02625
000000000000000003be_0,1,0.05495,0.0489,0.0569,0.0486,0.05365,0.0467,0.04675,0.0483,0.0586,0.04035
000000000000000007f5_0,1,0.06765,0.0733,0.0572,0.0645,0.0694,0.05455,0.0635,0.0703,0.0685,0.0712
000000000000000007b1_0,1,0.0457,0.03285,0.0574999999999999,0.0367,0.046,0.0309,0.031,0.0272,0.0349,0.0366
000000000000000003d9_0,1,0.0608,0.0507,0.0575,0.0458,0.0519,0.0436,0.04585,0.0413,0.0745,0.0377
000000000000000003f7_0,1,0.0501,0.0518,0.0575,0.0499,0.0532,0.0445,0.056,0.05385,0.0534,0.0334
000000000000000007c9_0,1,0.0538,0.0555,0.0575,0.0456,0.0445,0.04105,0.0416,0.0548,0.0633,0.0636
000000000000000003f1_0,1,0.04915,0.05225,0.0576,0.0543,0.0586,0.04595,0.0389,0.062,0.0425,0.06325
000000000000000003e5_0,1,0.06675,0.0554,0.0578,0.05175,0.061,0.0471,0.053,0.04885,0.0551,0.0507
000000000000000003b9_0,1,0.0377,0.0331,0.05805,0.0326,0.0381,0.0286,0.0311,0.0299,0.0332999999999999,0.0343
000000000000000003a8_0,1,0.0396,0.02905,0.0581,0.02725,0.0467,0.0316,0.0301,0.02885,0.04095,0.0208
000000000000000003f8_0,1,0.0466,0.042,0.0582,0.0518,0.0618,0.0541,0.0572,0.0465,0.0481,0.0472
0000000000000000040b_0,1,0.049,0.0603,0.0586,0.0629,0.0616,0.056,0.0588,0.07015,0.0611,0.0532
000000000000000007bb_0,1,0.0469,0.0422,0.0587,0.0388,0.0506,0.03835,0.0448,0.0377,0.0436,0.0384
0000000000000000040d_0,1,0.0647,0.0678,0.0588,0.0641,0.0577,0.05465,0.0565,0.0679,0.0804,0.0656
000000000000000009c5_0,1,0.0665,0.0596,0.0591,0.05745,0.0574,0.043,0.0505,0.0401,0.0466,0.0335
000000000000000003fd_0,1,0.07625,0.0633,0.0593,0.0613,0.0443,0.069,0.054,0.0512,0.1095,0.067
00000000000000000404_0,1,0.0585,0.05225,0.0594,0.04875,0.0644,0.0545,0.05535,0.05655,0.0605,0.0485
000000000000000007d9_0,1,0.0659,0.0481,0.0594,0.0459,0.0527,0.04675,0.0445,0.0471,0.0559,0.0551
00000000000000000a08_0,1,0.0558,0.0464,0.05955,0.0455,0.05685,0.0491,0.0453,0.0338,0.0554,0.0489
00000000000000000817_0,1,0.0577,0.0479,0.0597,0.0886,0.1128,0.1105,0.1089,0.0946,0.0927,0.103
000000000000000003b0_0,1,0.0591,0.04095,0.0599,0.0339,0.0571,0.03425,0.0295,0.0285,0.0236,0.0317
0000000000000000078a_0,1,0.06415,0.0352,0.06,0.0288,0.0582,0.0256,0.02565,0.0258,0.0169,0.03075
0000000000000000080a_0,1,0.0602,0.0752,0.06,0.076,0.0617,0.0683,0.0598,0.08265,0.0801,0.06595
00000000000000000408_0,1,0.0616,0.0715,0.0601,0.07035,0.078,0.0619,0.0724,0.063,0.0844,0.0664
000000000000000007b3_0,1,0.0425,0.0407,0.06025,0.03705,0.04535,0.0373,0.0417,0.0368,0.0386,0.0362
000000000000000007fb_0,1,0.0727,0.0571,0.0604,0.0592,0.0542,0.0545,0.0499,0.0616,0.0736,0.0563
000000000000000009d0_0,1,0.0685,0.08,0.0604,0.0676,0.0553,0.0771,0.0566,0.0679,0.0484,0.06285
000000000000000007bd_0,1,0.0617,0.0503,0.06055,0.03775,0.0575,0.0486,0.07995,0.0581,0.0478,0.0545
0000000000000000082e_0,1,0.026,0.03805,0.0606,0.0434,0.0378,0.0289,0.0271,0.03465,0.0254,0.0253
000000000000000007dc_0,1,0.0637,0.0489,0.0607,0.0475,0.0551,0.0471,0.0446,0.04845,0.0527,0.0552
00000000000000000393_0,1,0.0451,0.0355,0.0608,0.0328,0.037,0.027,0.0332999999999999,0.0206,0.0351,0.028
00000000000000000400_0,1,0.0604,0.0528,0.0611,0.0568,0.0622,0.0559,0.0598,0.0513,0.05045,0.0461
000000000000000007de_0,1,0.0595,0.04865,0.0611,0.0506,0.05865,0.05045,0.0588,0.05705,0.0712,0.04795
000000000000000007e5_0,1,0.0692,0.0563,0.0611,0.0505,0.0551,0.0507,0.04635,0.054,0.05,0.0538
000000000000000009e5_0,1,0.0635,0.0611,0.0611,0.0545,0.0504,0.04515,0.0498,0.05705,0.0398,0.0462
000000000000000007c3_0,1,0.044,0.03725,0.06115,0.03575,0.0384,0.0337,0.04575,0.034,0.0423,0.0341
00000000000000000813_0,1,0.0827,0.079,0.0612,0.0729,0.0706,0.0688,0.0834,0.0772,0.0684,0.0633
000000000000000003d7_0,1,0.0448,0.0474,0.0617,0.042,0.0527,0.04515,0.04635,0.05415,0.05755,0.0281
0000000000000000082d_0,1,0.0487,0.0431,0.0617,0.0346,0.0392,0.0297,0.03705,0.0256999999999999,0.034,0.0369
0000000000000000041b_0,1,0.0603,0.0542,0.0619,0.05855,0.058,0.0482,0.0541,0.0527,0.0582,0.0442
000000000000000003b7_0,1,0.0537,0.0449,0.062,0.0391,0.051,0.0461,0.04375,0.0397,0.0453,0.0409
000000000000000007ce_0,1,0.0551,0.0433,0.062,0.0468,0.0506,0.0409,0.0247,0.0445,0.035,0.0483
