system:index,landcover,19-1_blue,19-2_blue,20-1_blue,20-2_blue,21-1_blue,21-2_blue,22-1_blue,22-2_blue,23-1_blue,23-2_blue
0000000000000000093b_0,0,0.0894,0.07545,0.1193,0.0697,0.0982,0.0703,0.08355,0.06955,0.0876,0.0772
0000000000000000036b_0,0,0.17775,0.1103,0.1195,0.1366,0.12985,0.1104,0.217,0.2153,0.1888,0.199
000000000000000006c6_0,0,0.0923,0.0852499999999999,0.1195,0.0889,0.0938,0.0894,0.0928,0.0858,0.1076,0.0818
000000000000000006da_0,0,0.1138,0.0787,0.1195,0.0744,0.0708,0.08895,0.0686,0.0866,0.08,0.0527
000000000000000008ee_0,0,0.08385,0.069,0.1195,0.11265,0.0659,0.0537,0.1081,0.0787,0.0731,0.0544
0000000000000000071d_0,0,0.1116,0.0759,0.1196,0.0761,0.08,0.0584,0.0718,0.0964,0.0435,0.0492
00000000000000000287_0,0,0.10845,0.08825,0.1198,0.0889,0.0731,0.0585,0.13205,0.1266,0.1377,0.06135
00000000000000000730_0,0,0.1305,0.1035,0.12005,0.1027,0.0868,0.0897,0.0975,0.1103,0.083,0.0734
00000000000000000354_0,0,0.1164,0.1219,0.12032,0.1149,0.0886,0.11965,0.1206,0.1382,0.1642,0.1131
00000000000000000740_0,0,0.1346,0.08495,0.12045,0.1132,0.1049,0.1432,0.1366,0.1339,0.1309,0.1358
000000000000000006a4_0,0,0.1006,0.0713,0.1205,0.0703,0.0747,0.071,0.0943,0.1015,0.0898,0.0699
00000000000000000747_0,0,0.16165,0.12105,0.1205,0.109,0.1181,0.1236,0.1564,0.14685,0.1364,0.106
00000000000000000328_0,0,0.1046,0.09705,0.1206,0.0956,0.0742,0.08625,0.0572,0.0901,0.0749,0.0538
000000000000000009b3_0,0,0.1519,0.0978,0.1206,0.1097,0.13675,0.1032,0.1343,0.1021,0.1393,0.08185
000000000000000009b4_0,0,0.0912,0.0811,0.1206,0.1131,0.0523,0.05775,0.11785,0.0822,0.1338,0.0484
0000000000000000072b_0,0,0.1137,0.073,0.12065,0.1036,0.0952,0.0971,0.1122,0.1044,0.1029,0.063
00000000000000000724_0,0,0.1178,0.0979,0.12075,0.0956,0.0916,0.08515,0.1038,0.07285,0.0956,0.0836
000000000000000009b5_0,0,0.1174,0.12315,0.1208,0.1275,0.11415,0.1147,0.1248,0.1316,0.1219,0.1036
00000000000000000a43_0,0,0.1255,0.12345,0.1208,0.1224,0.1314,0.1226,0.1235,0.11685,0.1199,0.1116
0000000000000000073f_0,0,0.1017,0.1082,0.1211,0.11695,0.1139,0.108,0.124,0.1096,0.14625,0.12055
0000000000000000071e_0,0,0.1102,0.09405,0.1212,0.0937,0.09025,0.0848,0.1167,0.0764,0.1062,0.0665
00000000000000000708_0,0,0.1453,0.1013,0.1215,0.0959,0.12975,0.10965,0.1562,0.11705,0.14305,0.1186
00000000000000000909_0,0,0.15165,0.13425,0.1215,0.1447,0.13325,0.13365,0.1495,0.1399,0.1307,0.1304
000000000000000002e7_0,0,0.0996,0.0824,0.12165,0.0847,0.1098,0.09095,0.095,0.0857,0.1027999999999999,0.0697
00000000000000000748_0,0,0.08345,0.0795,0.1218,0.0903,0.0705,0.0678,0.0664,0.1043,0.0831,0.0699
000000000000000008fd_0,0,0.1004,0.11355,0.1219,0.1157,0.1149,0.12095,0.1213,0.1126,0.1251,0.1035
0000000000000000074c_0,0,0.11725,0.08365,0.1222,0.10405,0.0664,0.0751,0.1216,0.1006,0.1148,0.0603
00000000000000000726_0,0,0.091,0.0837,0.12245,0.083,0.0685,0.0931,0.0867,0.12305,0.09835,0.0662
00000000000000000703_0,0,0.1175,0.0726,0.1226,0.0881,0.0741,0.0782,0.1052,0.0823,0.112,0.0591
000000000000000008fb_0,0,0.1303,0.1246,0.1227999999999999,0.1154,0.1655,0.4002,0.3332,0.25,0.2009,0.15565
00000000000000000365_0,0,0.0866,0.1009,0.1228,0.13005,0.1089,0.109,0.1148,0.0961,0.113,0.0991
000000000000000008c1_0,0,0.1282,0.12365,0.1231,0.1149,0.08355,0.08405,0.08955,0.1054,0.0914,0.0777
00000000000000000353_0,0,0.1278,0.10205,0.1236,0.0952,0.1023,0.0777,0.0881,0.0787,0.07695,0.0831
0000000000000000093d_0,0,0.1138,0.0761,0.1238,0.0817,0.0759,0.0759,0.0723,0.11545,0.10455,0.07305
0000000000000000029f_0,0,0.10765,0.0851,0.12395,0.0781,0.1053,0.08435,0.1003,0.0884,0.08,0.0809
0000000000000000090e_0,0,0.1212,0.0894,0.12395,0.0865,0.1107,0.08025,0.1203,0.0665999999999999,0.0969,0.07415
000000000000000006f5_0,0,0.11255,0.093,0.12445,0.0926,0.10515,0.0929,0.09695,0.0903,0.1224,0.0783
0000000000000000036f_0,0,0.1154,0.12645,0.1248,0.1254,0.1004,0.12085,0.1284,0.12945,0.1244,0.0953
00000000000000000732_0,0,0.1238,0.1262,0.12495,0.1,0.10165,0.1022,0.11405,0.1066,0.08775,0.07655
000000000000000002ab_0,0,0.1066,0.0817,0.12505,0.0802,0.1143,0.0858,0.12365,0.08705,0.09495,0.0734
0000000000000000074a_0,0,0.1146,0.108,0.1255,0.1011,0.1192,0.0685,0.0786,0.0592,0.073,0.06425
000000000000000002a7_0,0,0.0985,0.08415,0.12555,0.0908,0.07435,0.0857,0.0929,0.088,0.0905,0.0564
000000000000000002e4_0,0,0.10885,0.086,0.1257,0.0937,0.1298,0.08645,0.1034,0.0888,0.10215,0.0748
00000000000000000639_0,0,0.0812,0.0825,0.12615,0.07005,0.0575,0.0851,0.07825,0.1237,0.0942,0.066
0000000000000000086a_0,0,0.0927,0.1403,0.1262,0.0991,0.1025,0.058,0.0661,0.0841,0.12375,0.0937
00000000000000000351_0,0,0.1911,0.1302,0.1263,0.116,0.0854,0.0355,0.0369,0.0498,0.077,0.0353
0000000000000000036e_0,0,0.1418,0.10125,0.1266,0.1157,0.09375,0.1135,0.1118,0.10275,0.1008,0.083
00000000000000000716_0,0,0.109,0.1006,0.12675,0.0958,0.1185,0.0885,0.09875,0.0783,0.09315,0.0987
0000000000000000035c_0,0,0.1202,0.08605,0.1268,0.0944,0.1052,0.089,0.1204,0.092,0.1158,0.0624
00000000000000000296_0,0,0.0859,0.0638,0.1269,0.08915,0.0992,0.0836,0.0596,0.0555,0.0843,0.0568
00000000000000000362_0,0,0.1491,0.1254,0.1272,0.0913,0.0793,0.0511,0.0485,0.0302,0.0477,0.0285
000000000000000006bf_0,0,0.1163,0.0831,0.1274,0.0787,0.1073,0.0907,0.12845,0.0928,0.11055,0.07665
000000000000000008e5_0,0,0.1701,0.1362,0.1276,0.1132,0.13215,0.09515,0.15305,0.1663,0.1578,0.1161
00000000000000000344_0,0,0.11205,0.0941,0.1277,0.09735,0.10925,0.0848,0.1035,0.09865,0.1284,0.0811
0000000000000000087c_0,0,0.1557,0.1193,0.1277,0.12715,0.1276,0.1331,0.1367,0.13625,0.1318,0.127
0000000000000000074d_0,0,0.1528499999999999,0.1365,0.12785,0.1223,0.12165,0.1037,0.1379,0.10625,0.0862,0.12455
0000000000000000034a_0,0,0.1093,0.092,0.12835,0.1072,0.082,0.0926,0.1184,0.1067,0.1104,0.0777
000000000000000008e4_0,0,0.1187,0.0923,0.12845,0.0827,0.11745,0.09625,0.13665,0.0918,0.1214,0.0863
00000000000000000308_0,0,0.1058,0.0853,0.1285,0.0853,0.0959,0.0679,0.0649,0.06,0.06335,0.0641
00000000000000000746_0,0,0.1199,0.1017,0.1285,0.119,0.1181,0.1002,0.0943,0.0906,0.0920499999999999,0.1044
0000000000000000074f_0,0,0.158,0.13005,0.1286,0.1482,0.1318,0.1225,0.12905,0.1192,0.11255,0.1075
00000000000000000304_0,0,0.1125,0.0939,0.129,0.0871,0.1126,0.0956,0.11375,0.09775,0.09495,0.0757
00000000000000000713_0,0,0.11125,0.0928,0.12915,0.0952,0.1166,0.09775,0.13265,0.0986,0.1164,0.08625
0000000000000000072f_0,0,0.10685,0.0676,0.1293,0.1039,0.0763,0.0715,0.1048,0.1044,0.1069,0.054
00000000000000000312_0,0,0.1161,0.1039,0.13,0.0877,0.1184,0.0928,0.1374,0.0969,0.1082,0.0771
000000000000000008b0_0,0,0.11375,0.0757,0.1303,0.1012,0.1051,0.1006,0.1099,0.0993,0.1227,0.0708
00000000000000000179_0,0,0.1039,0.0466,0.1304,0.0441,0.10105,0.0529,0.102,0.0421,0.0938,0.0473
00000000000000000702_0,0,0.128,0.09735,0.1305,0.0895499999999999,0.1164,0.0926,0.13495,0.10405,0.1346,0.0859
000000000000000006f0_0,0,0.0748,0.1287,0.13065,0.0789,0.1011,0.0777,0.1015,0.0484,0.0582,0.0421
00000000000000000752_0,0,0.13885,0.1381,0.1316,0.1399,0.1074,0.1021,0.0881,0.0951,0.0967,0.0812
00000000000000000374_0,0,0.06835,0.10015,0.13185,0.1461,0.12985,0.1116,0.141,0.0934,0.129,0.0779
00000000000000000738_0,0,0.13,0.1395,0.13185,0.10315,0.1125,0.0769,0.0779,0.046,0.0698,0.0447
00000000000000000744_0,0,0.11675,0.09035,0.132,0.1103,0.1142,0.10945,0.163,0.10005,0.1234,0.0836
00000000000000000866_0,0,0.075,0.11205,0.132,0.12215,0.1449,0.0913,0.1158,0.07325,0.0878,0.0899
000000000000000006d1_0,0,0.1145,0.0927,0.13275,0.0854,0.10645,0.0877,0.13285,0.1009,0.1206,0.0813
0000000000000000026e_0,0,0.0723,0.0855,0.133,0.06725,0.1159,0.07425,0.1212,0.0743,0.1055,0.0738
00000000000000000366_0,0,0.1264,0.1283,0.133,0.1325,0.12905,0.123,0.1036,0.1322,0.12645,0.1524
00000000000000000364_0,0,0.1329,0.1358,0.1333,0.1091,0.11815,0.1053,0.1279,0.1093,0.1023,0.078
000000000000000002fa_0,0,0.1196,0.0967,0.1334,0.089,0.132,0.0945,0.1282,0.09265,0.11315,0.0831
00000000000000000705_0,0,0.04775,0.08715,0.1335,0.09195,0.0875,0.0893,0.1059,0.12955,0.1642,0.0778
00000000000000000755_0,0,0.16985,0.1395,0.1343,0.1372,0.1157,0.1281,0.1252,0.1277,0.1215,0.0901
00000000000000000750_0,0,0.1486,0.12215,0.1344,0.13455,0.1313,0.13,0.12635,0.1262,0.12025,0.13425
00000000000000000757_0,0,0.137,0.1348,0.1348,0.1526,0.1651,0.14575,0.1583,0.1257,0.1282,0.1204
00000000000000000953_0,0,0.12325,0.1382,0.1357,0.1257,0.12615,0.1356,0.1718,0.145,0.1275,0.1284
00000000000000000865_0,0,0.167,0.1593,0.136,0.1561,0.1609,0.1409,0.1488,0.1251,0.1312,0.12875
00000000000000000753_0,0,0.1317,0.1349,0.13655,0.13455,0.1234,0.13925,0.14115,0.13905,0.1096,0.0754
0000000000000000088b_0,0,0.1185,0.1409,0.1368,0.1299,0.1421,0.1468,0.1167,0.1174,0.112,0.11455
00000000000000000a38_0,0,0.1517,0.14105,0.1374,0.137,0.12315,0.1404,0.09305,0.1549,0.12955,0.1515
00000000000000000371_0,0,0.1436,0.1461,0.1378,0.14005,0.1249,0.1371,0.1381,0.134,0.1304,0.1191
00000000000000000375_0,0,0.1153,0.10275,0.1378,0.16005,0.1742,0.2016,0.2012,0.1713,0.2145,0.139
00000000000000000878_0,0,0.1267,0.0942,0.1378,0.091,0.1179,0.091,0.11915,0.09155,0.1249,0.09025
00000000000000000751_0,0,0.1275,0.1307,0.13785,0.1281,0.1128,0.0943,0.091,0.0739,0.0779,0.0602
0000000000000000071c_0,0,0.1435,0.1015116666666667,0.1386452380952381,0.0908,0.1355722619047619,0.1307457142857143,0.1566646428571428,0.1119790476190476,0.1486266666666667,0.0704607738095238
00000000000000000758_0,0,0.16525,0.17905,0.1388,0.1539,0.1408,0.1430999999999999,0.1283,0.1173,0.1307,0.1194
00000000000000000718_0,0,0.0715499999999999,0.0616499999999999,0.1395,0.06505,0.07745,0.0653,0.16675,0.05495,0.1013,0.042
00000000000000000743_0,0,0.1185,0.1286,0.1412,0.1152,0.1443,0.1245,0.13325,0.11615,0.1068,0.0851
00000000000000000844_0,0,0.117,0.13815,0.14135,0.1508,0.1391,0.1187,0.1279,0.1199,0.1187,0.1532
00000000000000000237_0,0,0.0708,0.0722,0.1422,0.0683,0.0822,0.0802,0.07385,0.0614,0.0841,0.0644
00000000000000000355_0,0,0.1119,0.1103,0.1442,0.10045,0.113,0.0855,0.0922,0.07325,0.07855,0.07565
000000000000000008ec_0,0,0.1338,0.119,0.14665,0.1426,0.1246,0.13165,0.12355,0.1224,0.1281,0.1093
000000000000000006ee_0,0,0.1276,0.0932,0.14695,0.0871,0.1189,0.0916,0.1439,0.0997,0.1251,0.08955
0000000000000000075e_0,0,0.1314,0.14855,0.1471,0.1643,0.163,0.1546,0.138,0.16095,0.141,0.1238
00000000000000000908_0,0,0.1246,0.12805,0.14765,0.1197,0.1219,0.1131,0.1122,0.1043999999999999,0.0974,0.09665
0000000000000000075d_0,0,0.17975,0.16595,0.1483,0.1573,0.17665,0.1502,0.1609,0.1328,0.1558,0.1291
00000000000000000873_0,0,0.1256,0.0894,0.1489,0.08755,0.1114,0.0713,0.13775,0.0903,0.1457,0.0664
000000000000000009b6_0,0,0.1464,0.1471,0.149,0.14395,0.1387,0.14045,0.14255,0.1373,0.13825,0.1364
000000000000000009b7_0,0,0.066,0.08845,0.149,0.0854,0.1165,0.07075,0.11065,0.07335,0.1626,0.0867
000000000000000008c8_0,0,0.1413,0.1483,0.1493,0.1364,0.1387499999999999,0.1289,0.1236,0.09465,0.0903,0.0871
00000000000000000841_0,0,0.1353,0.07065,0.1495,0.0518,0.0904,0.04415,0.06155,0.0498,0.0558,0.0561
00000000000000000706_0,0,0.1284,0.0962,0.1495,0.09225,0.11485,0.0995,0.1413,0.1101,0.1168,0.0863
0000000000000000073c_0,0,0.1378,0.111,0.15105,0.1003,0.14115,0.1089,0.1975,0.1564,0.17785,0.13755
000000000000000008bc_0,0,0.1656,0.1483,0.1513,0.1538,0.13855,0.1736,0.1459,0.12405,0.19,0.1547
00000000000000000345_0,0,0.1218,0.09385,0.1525,0.093,0.118,0.0878,0.1503499999999999,0.09665,0.1256,0.09535
00000000000000000754_0,0,0.1305,0.1485,0.15345,0.1113,0.1253,0.15885,0.1563,0.1081,0.1088,0.0772
0000000000000000074e_0,0,0.0772,0.1604,0.1537,0.1187,0.1135,0.0934,0.106,0.0652,0.0879,0.0468
00000000000000000018_0,0,0.0538,0.0598,0.1544,0.03575,0.1282,0.05315,0.2728,0.0454,0.0553,0.0427
0000000000000000037c_0,0,0.1524,0.1713,0.1544,0.16235,0.1051,0.1885,0.1817,0.1705,0.1612,0.16435
00000000000000000759_0,0,0.1137,0.1676,0.1548,0.12845,0.0909,0.0933,0.0939,0.1404,0.1318,0.1188
0000000000000000086e_0,0,0.2165,0.1826,0.1565,0.1799,0.16555,0.1563,0.11785,0.1235,0.0791,0.05585
00000000000000000377_0,0,0.1628,0.1581,0.1571,0.1457,0.13795,0.14425,0.1414,0.1389,0.1329,0.1306
00000000000000000761_0,0,0.1132,0.1445,0.15895,0.2081,0.163,0.18555,0.15745,0.1851,0.1737,0.1586
00000000000000000370_0,0,0.1181,0.1784,0.16,0.1329,0.1413,0.17695,0.2053,0.1798,0.15425,0.1158
0000000000000000036c_0,0,0.18715,0.1514,0.1604,0.1051,0.1351,0.08475,0.0687,0.0609,0.0504,0.0526
0000000000000000088e_0,0,0.14325,0.1566,0.1622,0.1588,0.14505,0.1452,0.13145,0.1321,0.11775,0.11075
0000000000000000036d_0,0,0.1946,0.2053,0.1628,0.1096,0.1842,0.1477,0.2027,0.2131,0.2115,0.19875
00000000000000000749_0,0,0.0607,0.0647,0.1638,0.1122,0.12255,0.09835,0.1239,0.0753,0.0875,0.065
000000000000000008a1_0,0,0.05295,0.1251,0.1643,0.148,0.1463,0.1165,0.1151,0.1143,0.1096,0.0964
00000000000000000369_0,0,0.064,0.1351,0.1647,0.189,0.1721,0.2053,0.2107,0.16965,0.16055,0.1191
0000000000000000075a_0,0,0.2096,0.1414,0.1648,0.1473,0.14745,0.1479,0.173,0.1441,0.1577,0.1151
0000000000000000037a_0,0,0.1929,0.17455,0.1655,0.1661,0.1708,0.1386,0.1298,0.1369,0.1126,0.12395
00000000000000000a42_0,0,0.1651,0.2009,0.1656,0.2166,0.2003,0.1946,0.2092,0.2003,0.1834,0.1858
00000000000000000372_0,0,0.14625,0.1595,0.16875,0.16025,0.1536,0.19375,0.1983,0.1645,0.15125,0.1184
00000000000000000509_0,0,0.12045,0.06045,0.1693,0.0462,0.1238,0.0694,0.1095,0.10045,0.1625,0.0917
0000000000000000069a_0,0,0.0412,0.0503,0.17105,0.0795,0.1432999999999999,0.0617,0.2786,0.0529,0.1323,0.0831
00000000000000000760_0,0,0.1793,0.1599,0.1722,0.164,0.1484,0.18715,0.1681,0.1861,0.1732,0.1267
00000000000000000745_0,0,0.1568,0.1331999999999999,0.1765,0.1137,0.12135,0.11845,0.1088,0.1128,0.10605,0.0976
00000000000000000379_0,0,0.1032,0.1065,0.17675,0.1647,0.0942,0.0789,0.0933,0.0845,0.0978,0.0708
00000000000000000897_0,0,0.1399,0.1229,0.1770499999999999,0.15095,0.13945,0.09875,0.0885,0.0712,0.0839,0.0773
0000000000000000075b_0,0,0.1697,0.2036,0.17925,0.1426,0.1098,0.18385,0.1609,0.0827,0.1026,0.1045
00000000000000000710_0,0,0.0627,0.05195,0.18005,0.0992,0.1048,0.07495,0.06575,0.0512,0.0616,0.0812
00000000000000000735_0,0,0.1617,0.1017,0.1816,0.1065,0.11355,0.105,0.1063,0.09525,0.10105,0.0755
00000000000000000762_0,0,0.20575,0.1915,0.1833,0.189,0.18985,0.1843,0.1812,0.1536,0.115,0.1022
00000000000000000a4c_0,0,0.1683,0.16165,0.186,0.1726,0.164,0.106,0.18055,0.172,0.1601,0.1294
00000000000000000378_0,0,0.2133,0.1763,0.1872,0.1662,0.1237,0.15515,0.1203,0.13985,0.1184,0.1174
0000000000000000075f_0,0,0.206,0.2044,0.1912,0.15725,0.1669,0.1736,0.2214,0.2389,0.24055,0.1114
00000000000000000731_0,0,0.1613,0.2145400000000001,0.19244,0.1092,0.1874,0.0975,0.188,0.2185,0.17685,0.1266
0000000000000000037b_0,0,0.198,0.2038,0.1949,0.1769,0.16605,0.15495,0.1372,0.11365,0.2135,0.0752
00000000000000000910_0,0,0.15415,0.1808,0.19868,0.10305,0.16532,0.1146,0.10875,0.0964,0.0831,0.2142
000000000000000008d4_0,0,0.1904,0.1898,0.19975,0.1977,0.21665,0.2163,0.2019,0.2072999999999999,0.199,0.2058
00000000000000000763_0,0,0.22295,0.2189,0.20475,0.2113,0.1991,0.18745,0.1737,0.1701,0.1694,0.175
00000000000000000939_0,0,0.184,0.1884,0.2243,0.189,0.2174,0.1867,0.17,0.1721,0.184,0.1849
000000000000000008d1_0,0,0.2154,0.2111,0.22515,0.17525,0.25025,0.1735,0.1723,0.1784,0.1629,0.1123
00000000000000000764_0,0,0.3357,0.28675,0.2723,0.28595,0.2659,0.2115,0.22535,0.20235,0.1666,0.1549
00000000000000000765_0,0,0.3368,0.3063,0.2851,0.3405,0.3133,0.3194,0.3251,0.3244,0.2464,0.2549
00000000000000000775_0,1,0.0191,0.04165,0.0118,0.0314,0.038,0.0354,0.031,0.02615,0.0359,0.0358
000000000000000009e9_0,1,0.0293,0.0353,0.014,0.0318,0.0357,0.02855,0.0276,0.0302,0.0318,0.0348
00000000000000000398_0,1,0.02425,0.0412,0.0142,0.0309,0.0375,0.0309,0.0367,0.0225,0.0422,0.0271
0000000000000000076b_0,1,0.01935,0.0339,0.0144,0.0269,0.0342,0.0299,0.0276,0.0180999999999999,0.0373,0.0298
0000000000000000038a_0,1,0.03275,0.0352,0.0151,0.0348,0.0325,0.0228,0.0265,0.0291,0.0254,0.0282
00000000000000000788_0,1,0.0259,0.0342,0.0174,0.0405,0.0302,0.02985,0.0335,0.02855,0.0358,0.0255
00000000000000000776_0,1,0.0377,0.0271,0.01905,0.0317,0.028,0.02695,0.0322,0.03345,0.033,0.0295
0000000000000000077e_0,1,0.02745,0.03455,0.0192,0.0332,0.033,0.02655,0.0331,0.02975,0.0429,0.027
00000000000000000785_0,1,0.03325,0.0328,0.0195,0.0332,0.0386,0.03065,0.03565,0.037,0.035,0.0296
000000000000000003c2_0,1,0.02895,0.0398,0.0197,0.0354,0.036,0.0306,0.0419,0.0254,0.10075,0.0332
0000000000000000078d_0,1,0.0374,0.03575,0.0209,0.0358,0.0337,0.0289,0.0289,0.0242,0.0382,0.028
00000000000000000392_0,1,0.0332,0.03765,0.021,0.03815,0.03705,0.03235,0.0359,0.04095,0.0346,0.0327
000000000000000003cd_0,1,0.04825,0.0533,0.021,0.0422,0.04155,0.0395,0.053,0.0374,0.1505,0.0433
000000000000000009bd_0,1,0.0331,0.0286,0.0215,0.0354,0.0363,0.03075,0.03825,0.03745,0.031,0.0291
00000000000000000794_0,1,0.0207,0.0451,0.0216,0.0416,0.03805,0.0356,0.0457,0.03485,0.0524,0.0279
00000000000000000787_0,1,0.03465,0.04435,0.0217,0.0366,0.0366,0.03425,0.0332999999999999,0.02585,0.0408,0.0287
000000000000000007a4_0,1,0.0353,0.0403,0.0217,0.0385,0.0366,0.0313,0.0374,0.04125,0.0395,0.0307
00000000000000000799_0,1,0.04205,0.0288,0.0224,0.0377,0.0381,0.03275,0.0385,0.0357,0.0313,0.0278
00000000000000000390_0,1,0.0301,0.03825,0.0228,0.03655,0.038,0.0296,0.0313,0.0286,0.0397,0.0311
0000000000000000039b_0,1,0.0317,0.0348,0.0228,0.0348,0.0372,0.03225,0.0307,0.03365,0.0344,0.0384
0000000000000000078c_0,1,0.0296,0.0414,0.0229,0.0355,0.0385,0.0355,0.0448,0.0294,0.09255,0.0344
0000000000000000079f_0,1,0.0331,0.0351,0.023,0.0371,0.0343,0.031,0.0312,0.0288,0.0386,0.0285
0000000000000000039f_0,1,0.03125,0.036,0.0232,0.0378,0.0345,0.0323,0.03465,0.0354,0.0351,0.033
00000000000000000792_0,1,0.0315,0.0381,0.0232,0.0361,0.033,0.0286,0.0339,0.03185,0.0421,0.0346
00000000000000000783_0,1,0.04195,0.0338,0.0237,0.0328,0.0364,0.0327,0.03795,0.0319,0.0318,0.0268
00000000000000000797_0,1,0.03195,0.04165,0.0238,0.0375,0.033,0.0323,0.03135,0.03075,0.043,0.0326
0000000000000000078e_0,1,0.03045,0.034,0.0242,0.0354,0.035,0.0304,0.0425,0.0289,0.0417,0.0325
000000000000000007af_0,1,0.04755,0.03915,0.0249,0.0393,0.0339,0.031,0.0343,0.03525,0.0296,0.0312
000000000000000003d0_0,1,0.0487,0.0608,0.0254,0.0464,0.0425,0.04735,0.0386,0.0330499999999999,0.0598,0.0406
000000000000000009f6_0,1,0.03155,0.043,0.0258,0.0354,0.0302,0.0332,0.0247,0.02185,0.0543,0.0232
000000000000000009d8_0,1,0.03775,0.04275,0.0261,0.0395,0.0363,0.0406,0.0424,0.0327,0.092,0.0389
000000000000000009cd_0,1,0.05855,0.0361,0.0262,0.03595,0.0326,0.029,0.037,0.0331,0.0276,0.0375
000000000000000009da_0,1,0.04555,0.04475,0.0264,0.0434,0.0371,0.03475,0.03265,0.03155,0.053,0.028
000000000000000009f7_0,1,0.04835,0.04525,0.0265,0.0444,0.0365,0.0295,0.0332999999999999,0.03935,0.0344,0.0316
000000000000000009eb_0,1,0.0562,0.04225,0.0275499999999999,0.0369,0.02645,0.02795,0.0379,0.0313,0.0273,0.0273
00000000000000000395_0,1,0.0305,0.0344,0.0276,0.0374,0.0365,0.03375,0.0382,0.0361999999999999,0.0296,0.031
0000000000000000076a_0,1,0.0255,0.02615,0.0281,0.0177,0.02645,0.02275,0.0298,0.024,0.0274,0.0204
00000000000000000772_0,1,0.0289,0.03465,0.0286,0.0276,0.037,0.0248,0.0276,0.03075,0.0401,0.0312
000000000000000003a5_0,1,0.035,0.042,0.0287,0.038,0.03965,0.03795,0.0345,0.045,0.0412,0.0377
000000000000000003db_0,1,0.035,0.04615,0.0287,0.0475,0.0457,0.0382,0.04295,0.045,0.0428,0.0436
000000000000000003ad_0,1,0.03665,0.047,0.0291,0.03755,0.0328,0.0311,0.02315,0.0263,0.0563,0.0307
000000000000000003af_0,1,0.0338,0.0391,0.0291,0.0378,0.0378,0.0327,0.0411,0.0411,0.0351,0.0287
00000000000000000768_0,1,0.012,0.02785,0.0291,0.0179,0.0179,0.0164,0.0078,0.0138,0.0081,0.0082
000000000000000009f4_0,1,0.0244,0.0398,0.0295,0.0319,0.03155,0.0291,0.0234,0.02815,0.0262,0.0271
000000000000000007a0_0,1,0.04095,0.0318,0.0298,0.0373,0.03745,0.0288,0.0282,0.03085,0.0443,0.0281
000000000000000007a6_0,1,0.0448,0.0382,0.03,0.0411,0.04115,0.03315,0.0351,0.03615,0.0384,0.03775
0000000000000000077a_0,1,0.03535,0.029,0.0301,0.0303,0.0197,0.0157,0.00735,0.0207,0.0106,0.0073
000000000000000009f1_0,1,0.0434,0.0574,0.0301,0.052,0.053,0.05585,0.0355,0.04895,0.0793,0.0276
000000000000000007a7_0,1,0.0367,0.03915,0.0302,0.0381,0.0395,0.03285,0.0289,0.03665,0.0348,0.0341
000000000000000009b8_0,1,0.04835,0.0534,0.0302,0.0453,0.038,0.041,0.0512,0.0439,0.052,0.0346
00000000000000000774_0,1,0.0123,0.0296,0.0303,0.024,0.0246,0.0171,0.00795,0.015,0.0119,0.0112
0000000000000000076e_0,1,0.02235,0.0302,0.0309,0.0265,0.0278,0.0182,0.0182,0.0227,0.0207,0.0088
00000000000000000779_0,1,0.01395,0.0187,0.0309,0.0291,0.02155,0.0186,0.00845,0.0057,0.00835,0.0032
000000000000000009cb_0,1,0.0403,0.0255,0.0309,0.02355,0.0298,0.0202,0.0389,0.01795,0.03215,0.0153
00000000000000000384_0,1,0.0207,0.0301,0.0311,0.0156,0.0223,0.01335,0.0554,0.0094,0.0087,0.0101
000000000000000009c9_0,1,0.0323,0.05765,0.0312,0.0564,0.0439,0.0368,0.0428,0.03265,0.03285,0.0323
00000000000000000796_0,1,0.0388,0.0404,0.0313,0.0361,0.0374,0.0332,0.0335,0.037,0.03855,0.03335
000000000000000009f8_0,1,0.0403,0.04995,0.0314,0.0507,0.0494,0.04285,0.0436,0.0398,0.0504,0.0393
000000000000000009bb_0,1,0.0367,0.0284,0.03145,0.0193,0.0268,0.02275,0.0311,0.02855,0.0279,0.0106
0000000000000000039d_0,1,0.0384,0.0354,0.0316,0.0402,0.03775,0.0344,0.0373,0.0313,0.0727,0.0316
000000000000000009f5_0,1,0.1889,0.0363,0.0318,0.03585,0.0384,0.0278,0.038,0.0317,0.0388,0.0276
000000000000000003a0_0,1,0.0386,0.03175,0.0319,0.0329,0.0421,0.0308,0.0351,0.0273,0.0318,0.0329
00000000000000000a56_0,1,0.04565,0.0354,0.03215,0.0347,0.02965,0.0307,0.0379,0.0292,0.0296,0.03215
000000000000000009ca_0,1,0.0184,0.0201,0.0324,0.0218,0.026,0.0161,0.0163999999999999,0.02305,0.02525,0.0101
00000000000000000388_0,1,0.01865,0.0339,0.0325,0.0185,0.024,0.01515,0.016,0.01865,0.0092,0.007
0000000000000000079e_0,1,0.0179,0.0275499999999999,0.0327,0.0411,0.02025,0.01755,0.02135,0.01985,0.0138,0.01315
000000000000000003a9_0,1,0.0427,0.0347,0.0328,0.0338,0.0429,0.037,0.0357,0.0326,0.0343,0.0343
000000000000000009db_0,1,0.01765,0.0317,0.033,0.0224,0.0231,0.0173,0.00925,0.01935,0.0119,0.0039
000000000000000009d6_0,1,0.0264,0.03815,0.0332,0.03035,0.0264,0.0242,0.0244,0.0249,0.0237,0.0234
