system:index,landcover,19-1_red,19-2_red,20-1_red,20-2_red,21-1_red,21-2_red,22-1_red,22-2_red,23-1_red,23-2_red
000000000000000003bf_0,1,0.04475,0.0477,0.0494,0.0446,0.0582,0.0429,0.0323,0.03955,0.0487,0.03455
000000000000000003f3_0,1,0.0743,0.0731499999999999,0.0576,0.0635,0.0607,0.0611,0.0628,0.05795,0.0691,0.0526
000000000000000003cb_0,1,0.0368,0.0394,0.0447,0.034,0.0384,0.02865,0.0275,0.0260999999999999,0.0452,0.0255
000000000000000003d1_0,1,0.06305,0.0561,0.0574,0.064,0.07215,0.04355,0.04755,0.0429,0.049,0.0501
0000000000000000082f_0,1,0.0598,0.0416,0.05025,0.058,0.0713,0.07305,0.0763,0.0651,0.0621,0.05645
000000000000000007cc_0,1,0.06425,0.0518,0.0576,0.0421,0.04905,0.04065,0.0206,0.03395,0.04315,0.0233
000000000000000007df_0,1,0.0882,0.0758,0.0592,0.0536,0.0507,0.05325,0.0529,0.0482,0.0513,0.0424
000000000000000007b0_0,1,0.04475,0.0404,0.041,0.0393,0.0413,0.0338,0.0291,0.0248,0.0336,0.04225
00000000000000000403_0,1,0.06255,0.0751,0.0547,0.07415,0.0552,0.0606,0.052,0.04685,0.0581,0.0496
00000000000000000380_0,1,0.0196,0.0262,0.03985,0.01135,0.01865,0.0157,0.01385,0.0133,0.01065,0.0087
00000000000000000394_0,1,0.0369,0.0305,0.038,0.0268,0.0353,0.02775,0.0306,0.0227,0.032,0.0321
000000000000000003d3_0,1,0.0638,0.0404,0.0452,0.0649,0.0756,0.0682,0.0764999999999999,0.06465,0.0779,0.077
000000000000000009b9_0,1,0.0563,0.0474,0.0638,0.05785,0.06485,0.0817,0.0817,0.06615,0.0733,0.0677
000000000000000007c2_0,1,0.0556,0.0378,0.046,0.04945,0.0574,0.03795,0.045,0.0372,0.04205,0.037
000000000000000003f6_0,1,0.0669,0.0567,0.0473,0.0499,0.0458,0.0341,0.034,0.04035,0.0645,0.0836
000000000000000007e8_0,1,0.06865,0.06245,0.0567,0.0594,0.0645,0.05925,0.0633,0.0743,0.0996,0.0504
000000000000000009e8_0,1,0.0173,0.0194,0.03955,0.0253,0.01915,0.01365,0.0157,0.0122,0.00975,0.0062
000000000000000003b8_0,1,0.0602,0.04405,0.04805,0.04735,0.0595,0.0478,0.04775,0.0367,0.04285,0.0377
000000000000000007b2_0,1,0.0524,0.04125,0.04225,0.03465,0.051,0.0424,0.0352,0.0276,0.0357,0.03795
0000000000000000040e_0,1,0.06945,0.0691,0.0577,0.08465,0.06465,0.083,0.0841,0.07935,0.0759,0.0623
000000000000000007c7_0,1,0.0488,0.0575,0.0566,0.0508,0.0524,0.0472,0.0552,0.0343,0.0598,0.0447
000000000000000003f5_0,1,0.0766,0.068,0.0611,0.0706,0.05865,0.0531,0.0494,0.0444,0.063,0.04935
00000000000000000412_0,1,0.1113,0.07975,0.0583,0.0789,0.0613,0.0599,0.07,0.0791,0.0955,0.0881
00000000000000000391_0,1,0.0312,0.0288,0.0413,0.0264,0.0392,0.02825,0.0305,0.0275,0.0328,0.0255
00000000000000000767_0,1,0.0223,0.021,0.0535,0.0216,0.01735,0.0203,0.0658,0.0176,0.0157,0.0119
000000000000000007e3_0,1,0.0831,0.0551,0.0584,0.05545,0.051,0.0483,0.0486,0.0476,0.0547,0.044
0000000000000000083f_0,1,0.0711499999999999,0.0761,0.0634,0.07345,0.06425,0.07005,0.0741,0.08455,0.0845,0.054
00000000000000000804_0,1,0.106,0.08995,0.0728,0.0941,0.09625,0.11245,0.104,0.0742,0.143,0.1534
000000000000000003b2_0,1,0.04,0.03735,0.0421,0.02845,0.0366999999999999,0.0312,0.03645,0.0301,0.0384,0.0256
000000000000000009fe_0,1,0.0278,0.0292,0.04195,0.0233,0.0325,0.0285,0.0284,0.0277,0.0315,0.0232
000000000000000009ff_0,1,0.0587,0.056,0.0715,0.0617,0.058,0.0614,0.0613,0.0561,0.065,0.0487
00000000000000000396_0,1,0.0306,0.0263,0.04275,0.0243,0.0297,0.0276,0.028,0.0245,0.029,0.023
000000000000000003ce_0,1,0.073,0.05125,0.0539,0.0584,0.0745,0.061,0.0679,0.0594,0.0656,0.05945
000000000000000009d9_0,1,0.06545,0.0458999999999999,0.0632,0.0738,0.0807,0.0477,0.0697,0.0521999999999999,0.0585,0.0399
000000000000000003ec_0,1,0.0767,0.0546,0.0708,0.0628,0.0705,0.0366999999999999,0.024,0.02985,0.0465,0.0434
000000000000000003fe_0,1,0.0586,0.0711,0.0585,0.0727,0.0657,0.064,0.06245,0.0655,0.0681,0.0615
000000000000000009e1_0,1,0.0249,0.0366,0.04605,0.0161,0.0326,0.0206,0.0157,0.0174,0.0098,0.01925
00000000000000000784_0,1,0.03825,0.034,0.05255,0.0302,0.0297,0.02625,0.0291,0.02685,0.0298,0.0238
00000000000000000a01_0,1,0.0869,0.0308,0.05405,0.0263,0.0816,0.0285,0.0326,0.0265,0.0233,0.0269
00000000000000000a00_0,1,0.06985,0.05325,0.08355,0.0592,0.06095,0.0445,0.0559,0.0351,0.1389,0.0468
000000000000000003e8_0,1,0.0804,0.0604,0.0553,0.0323,0.04555,0.036,0.0368,0.0513999999999999,0.054,0.0276
00000000000000000a02_0,1,0.061,0.05495,0.05285,0.0526,0.0479,0.037,0.0308,0.02925,0.0541,0.0295
00000000000000000a03_0,1,0.07065,0.0547,0.0615,0.0587,0.06365,0.04545,0.0549,0.0623,0.0608,0.03925
000000000000000009d2_0,1,0.02,0.0192,0.0425,0.0214,0.01895,0.0167,0.0152,0.0171,0.01435,0.0112
000000000000000007d5_0,1,0.047,0.0397,0.0647,0.05255,0.0465,0.0483,0.0376,0.0487,0.0426,0.034
000000000000000003d6_0,1,0.0473,0.05845,0.0554,0.0449,0.05725,0.0359,0.0448,0.0473,0.0605,0.0533
000000000000000009d3_0,1,0.0405,0.0338,0.0452,0.03085,0.0377,0.0369,0.0296,0.0342,0.0324,0.0356
000000000000000003c7_0,1,0.0352,0.03985,0.04285,0.03545,0.0379,0.03555,0.0364,0.0286,0.0403,0.0445
000000000000000009f0_0,1,0.0994,0.07145,0.0669,0.0691,0.1243,0.0589,0.071,0.064,0.0715499999999999,0.0938
000000000000000003bc_0,1,0.0708,0.04575,0.0509,0.0466,0.05035,0.0491,0.05115,0.0407,0.05465,0.0558
000000000000000009ec_0,1,0.0383,0.0322,0.0458999999999999,0.0289,0.04,0.03345,0.0361,0.0319,0.0365,0.0296
00000000000000000812_0,1,0.0861,0.07855,0.069,0.0901,0.0845,0.101,0.1006,0.0924,0.1027999999999999,0.0803
000000000000000003dd_0,1,0.06005,0.0551,0.06355,0.0485,0.05925,0.0492,0.0488,0.0455,0.0565,0.0556
00000000000000000a06_0,1,0.1088,0.02955,0.04745,0.0312,0.0772,0.02775,0.024,0.0254,0.0243,0.0228
0000000000000000038d_0,1,0.0441,0.0354,0.04805,0.0308,0.0433,0.03175,0.0403,0.0314,0.0522,0.0322
000000000000000007d3_0,1,0.0405,0.04495,0.0644,0.0456,0.0588,0.0382,0.0392,0.0299,0.0369,0.0335
00000000000000000781_0,1,0.0289,0.022,0.04385,0.0296,0.0319,0.024,0.0248,0.0179,0.0306,0.0229499999999999
000000000000000007da_0,1,0.06555,0.0611,0.0767,0.0619,0.0805,0.0825,0.0882,0.0635,0.1128,0.05545
00000000000000000389_0,1,0.02765,0.0347,0.0515,0.02,0.0266,0.02915,0.02555,0.0236,0.02,0.0196
0000000000000000039a_0,1,0.0446,0.0342,0.04995,0.0349,0.0437,0.0377,0.0471,0.0365,0.0523,0.0346
0000000000000000078b_0,1,0.0487,0.04605,0.05235,0.03485,0.04645,0.0428,0.0377,0.031,0.0389,0.03665
000000000000000009be_0,1,0.0241,0.0227,0.04565,0.02575,0.0273,0.0233,0.02395,0.0158,0.0177,0.0132
000000000000000003bd_0,1,0.0734,0.04655,0.0521,0.0449,0.0494,0.0457,0.04785,0.0364,0.04985,0.04235
00000000000000000406_0,1,0.0779499999999999,0.07915,0.083,0.0599,0.048,0.0679,0.0736,0.0858,0.13,0.0819
000000000000000007f4_0,1,0.0481,0.0556,0.0544,0.0561,0.04185,0.0511,0.053,0.0657,0.0571,0.0541
000000000000000003de_0,1,0.057,0.0562,0.06195,0.0591,0.0635,0.05235,0.06345,0.0535,0.0582,0.05155
000000000000000003ab_0,1,0.04495,0.03705,0.0476,0.0407,0.042,0.0436,0.0297,0.03475,0.0414,0.034
000000000000000003c5_0,1,0.0493,0.0403,0.04985,0.0335,0.0494,0.0428,0.04235,0.0393,0.0491,0.0375
000000000000000003cc_0,1,0.0442,0.0406,0.0498,0.0346,0.0372,0.03725,0.034,0.0413,0.0365,0.0502
000000000000000003d2_0,1,0.04785,0.03815,0.04885,0.0406,0.0461,0.0356,0.0455,0.0534,0.0655,0.07205
000000000000000007ef_0,1,0.0556,0.0599,0.0565,0.0594,0.05435,0.0512,0.0621,0.0554,0.0701,0.0622
000000000000000003c0_0,1,0.0456,0.0395,0.0516,0.0352,0.0396,0.0351,0.0349,0.0374,0.0385,0.0332
00000000000000000a45_0,1,0.04525,0.03635,0.0579,0.03075,0.0349,0.0317,0.0283,0.0357,0.033,0.0264
000000000000000003be_0,1,0.05755,0.0498,0.0585,0.049,0.0604,0.0505,0.0485,0.0442,0.0594,0.04355
000000000000000007f5_0,1,0.0827,0.088,0.0712,0.0621,0.0788,0.0697,0.072,0.07995,0.0817,0.0876
000000000000000007b1_0,1,0.04375,0.0354499999999999,0.04975,0.0378,0.046,0.035,0.0298,0.031,0.0387,0.0364
000000000000000003d9_0,1,0.0654,0.0532,0.0616,0.05075,0.0571,0.04725,0.04325,0.0349,0.095,0.0356
000000000000000003f7_0,1,0.0499,0.0568,0.0586,0.0562,0.0507,0.04745,0.0534,0.057,0.057,0.0269
000000000000000007c9_0,1,0.06055,0.0602,0.0568,0.0472,0.0406,0.03845,0.036,0.0583,0.0636,0.0556
000000000000000003f1_0,1,0.06085,0.058,0.0635,0.0647,0.07435,0.0559,0.0338,0.0749,0.0449,0.06145
000000000000000003e5_0,1,0.07035,0.0594,0.06035,0.06,0.067,0.059,0.0592,0.06415,0.0625,0.0602
000000000000000003b9_0,1,0.0401,0.0347,0.0471,0.0298,0.0368,0.0304,0.02945,0.0335,0.0385,0.0294
000000000000000003a8_0,1,0.0443,0.03135,0.0592,0.0308,0.049,0.02885,0.0273,0.02785,0.0381,0.0243
000000000000000003f8_0,1,0.0601,0.0536,0.0673,0.0649,0.0911,0.0633,0.0747,0.0603,0.0684,0.0575
0000000000000000040b_0,1,0.06275,0.0758,0.0702,0.0696,0.0691,0.0703,0.0709,0.07795,0.0812,0.0504
000000000000000007bb_0,1,0.0473,0.039,0.0521,0.0369,0.044,0.0381,0.04355,0.0351,0.0432,0.0289
0000000000000000040d_0,1,0.0849999999999999,0.08225,0.0789,0.07355,0.0652,0.0662,0.0715,0.0857,0.1029,0.0907
000000000000000009c5_0,1,0.0984,0.07045,0.0709,0.0624,0.0829,0.052,0.0553,0.0479,0.0516,0.0372
000000000000000003fd_0,1,0.0739,0.0523,0.0653,0.05225,0.0356,0.0534,0.0349,0.0565,0.0876,0.0717
00000000000000000404_0,1,0.0895,0.07755,0.0932,0.08305,0.0894,0.0875,0.0865,0.0777,0.10185,0.07345
000000000000000007d9_0,1,0.063,0.0467,0.0536,0.0466,0.05445,0.04855,0.0417,0.0404,0.0585,0.0571
00000000000000000a08_0,1,0.0559,0.0486,0.0564,0.0453,0.05325,0.04605,0.0412,0.0382,0.0576,0.04065
00000000000000000817_0,1,0.0914,0.062,0.0809,0.1526,0.1716,0.1568,0.16995,0.1231,0.1386,0.1305
000000000000000003b0_0,1,0.0595,0.04205,0.0545,0.0335,0.0495,0.0355,0.03305,0.02965,0.0334,0.03265
0000000000000000078a_0,1,0.06935,0.0332999999999999,0.0538,0.0296,0.052,0.0294,0.0291,0.0282,0.0263,0.0243
0000000000000000080a_0,1,0.04915,0.078,0.0571,0.0646,0.043,0.06355,0.054,0.08495,0.089,0.05495
00000000000000000408_0,1,0.07755,0.0894,0.0918,0.08705,0.0957,0.0777,0.08595,0.078,0.0855,0.0823
000000000000000007b3_0,1,0.05205,0.0413,0.05535,0.03795,0.0435,0.04405,0.04555,0.039,0.046,0.0316
000000000000000007fb_0,1,0.0668,0.0543,0.0743,0.07245,0.0639,0.0574,0.0437,0.0732,0.0621,0.0526
000000000000000009d0_0,1,0.08205,0.0973,0.07265,0.08235,0.06505,0.0928,0.06755,0.07815,0.0612,0.0827
000000000000000007bd_0,1,0.0714,0.0624,0.0697,0.05105,0.07955,0.07,0.11235,0.07085,0.0735,0.07405
0000000000000000082e_0,1,0.029,0.04695,0.06105,0.0448,0.0505,0.0356,0.0397,0.0392,0.0408,0.03805
000000000000000007dc_0,1,0.06955,0.0542,0.0626,0.0517,0.0614,0.0497,0.04375,0.04355,0.0593,0.0593
00000000000000000393_0,1,0.0484,0.0363,0.0535,0.02965,0.0403,0.0263,0.03165,0.0218,0.0391,0.0241
00000000000000000400_0,1,0.0852,0.0704,0.08,0.07395,0.085,0.0616,0.0657,0.0721,0.07965,0.05265
000000000000000007de_0,1,0.0821,0.0707,0.1068,0.0565,0.11065,0.0633,0.088,0.0698,0.1148,0.0622
000000000000000007e5_0,1,0.079,0.0599,0.0609,0.0579,0.0635,0.0599,0.04815,0.0529,0.059,0.0567
000000000000000009e5_0,1,0.08755,0.0908,0.093,0.0795,0.0664,0.06975,0.0687,0.0715,0.0513,0.05
000000000000000007c3_0,1,0.0441,0.03745,0.05495,0.03215,0.0364,0.03745,0.04545,0.035,0.0435,0.0296
00000000000000000813_0,1,0.1167,0.1165,0.0908,0.1041,0.1017,0.0942,0.115,0.0877,0.1112,0.0883
000000000000000003d7_0,1,0.0522,0.0523,0.06295,0.0513,0.05575,0.0531,0.057,0.0584,0.05925,0.0316
0000000000000000082d_0,1,0.0609,0.0472,0.0553,0.0332,0.0425,0.0344,0.0366,0.0264,0.0388,0.0332999999999999
0000000000000000041b_0,1,0.1107,0.0874,0.102,0.0932,0.0988,0.0686,0.0813,0.0664,0.097,0.064
000000000000000003b7_0,1,0.0552,0.04555,0.05815,0.0412,0.0522,0.0512,0.0457,0.0444,0.0513,0.0386
000000000000000007ce_0,1,0.0574,0.0419,0.0548,0.0504,0.05,0.0402,0.0270499999999999,0.0462,0.0452,0.049
000000000000000007c4_0,1,0.0552,0.0459,0.0581,0.0422,0.04885,0.03765,0.0363,0.0354,0.0581,0.0437
00000000000000000793_0,1,0.07815,0.0348,0.0565,0.0321,0.04415,0.0265,0.025,0.026,0.02085,0.02915
00000000000000000795_0,1,0.0461,0.0513999999999999,0.07205,0.0491,0.0543,0.0481,0.04745,0.0449,0.0513999999999999,0.0479
00000000000000000a09_0,1,0.10675,0.07735,0.0661,0.07735,0.0942,0.0884,0.078,0.0853,0.0857,0.09
00000000000000000815_0,1,0.07725,0.095,0.0733,0.093,0.082,0.0924,0.0936,0.07345,0.0887,0.0916
000000000000000003a7_0,1,0.0797,0.0346,0.0565,0.0313,0.0457,0.0292,0.02935,0.02955,0.0251,0.0278
00000000000000000413_0,1,0.101,0.07405,0.0956,0.0888,0.1058,0.07335,0.09655,0.0684,0.11175,0.0807
0000000000000000076f_0,1,0.02845,0.0295,0.0494,0.017,0.0145,0.01725,0.0129,0.0125,0.0041,0.0063
000000000000000007e4_0,1,0.04625,0.0454,0.0736,0.05935,0.0847,0.0642,0.0556,0.06735,0.0585,0.0516
000000000000000003e4_0,1,0.05695,0.0496,0.0643,0.0447,0.06185,0.0657,0.07695,0.0587,0.0648,0.0468
00000000000000000415_0,1,0.1074,0.0874,0.1034,0.09685,0.11355,0.0802,0.0919,0.0654,0.1009,0.068
000000000000000009dd_0,1,0.05115,0.0497,0.0849,0.0869,0.1021,0.0469,0.05,0.05375,0.0527,0.0394
000000000000000003d8_0,1,0.05365,0.0398,0.0559,0.0559,0.0529,0.04,0.0356999999999999,0.0361,0.0493,0.0622
000000000000000007c0_0,1,0.0626,0.0553,0.0694,0.05105,0.0733,0.065,0.07235,0.05625,0.0766,0.0572
00000000000000000424_0,1,0.132,0.1035,0.1127,0.1088,0.1098,0.099,0.0977,0.1009,0.1186,0.0909
000000000000000003cf_0,1,0.066,0.04365,0.0622,0.04265,0.0468,0.0406,0.03455,0.0335,0.0457,0.0351
00000000000000000766_0,1,0.0192,0.0158,0.051,0.0121,0.02015,0.0154,0.0115,0.01445,0.0022,0.0067
000000000000000003da_0,1,0.059,0.04205,0.05725,0.0477,0.04785,0.0444,0.02995,0.03275,0.0451,0.0622
000000000000000003c8_0,1,0.05645,0.0445,0.05755,0.0497,0.05445,0.0413,0.03275,0.0319,0.049,0.0536
000000000000000003d4_0,1,0.0506,0.04995,0.0582,0.03975,0.0446,0.03915,0.03975,0.0413,0.045,0.0516
000000000000000003ee_0,1,0.0536,0.04765,0.06135,0.052,0.0519,0.0503,0.05445,0.0448,0.0531,0.0506
00000000000000000a41_0,1,0.0841,0.08125,0.0731,0.0722,0.05345,0.0834,0.0733,0.0811,0.0969,0.0568
000000000000000007ec_0,1,0.0884,0.0649,0.07885,0.04805,0.07265,0.0639,0.0713,0.0585,0.0807,0.0803
000000000000000003f4_0,1,0.0955,0.0599,0.078,0.07235,0.0905,0.07365,0.0912,0.0837,0.08485,0.0861
00000000000000000808_0,1,0.0606,0.0654,0.0661,0.0667,0.0583,0.0526,0.059,0.0532,0.0583,0.0486
0000000000000000079d_0,1,0.0491,0.03005,0.0501,0.028,0.0398,0.033,0.03245,0.0242,0.0252,0.02045
00000000000000000427_0,1,0.056,0.0725,0.0806,0.0789,0.0797,0.0742,0.09205,0.051,0.066,0.0435
000000000000000003e7_0,1,0.05585,0.0475,0.06365,0.0506,0.0589,0.0456,0.03585,0.0362,0.0499,0.0563
00000000000000000782_0,1,0.0179,0.02485,0.0507,0.01815,0.0182,0.01445,0.0113,0.0101,0.00815,0.0069
000000000000000009ea_0,1,0.0686,0.0673,0.0745,0.0638,0.072,0.0728,0.0801,0.064,0.0773,0.06185
0000000000000000041d_0,1,0.0678,0.0728999999999999,0.0645,0.0744,0.0733,0.065,0.0501,0.0524,0.0543,0.0573
000000000000000007b8_0,1,0.05695,0.034,0.0543,0.0337,0.04495,0.03125,0.03455,0.03325,0.0374,0.0212499999999999
00000000000000000801_0,1,0.0697,0.0664,0.0877,0.0694,0.0696,0.05,0.0633,0.0525,0.0651,0.0353
00000000000000000811_0,1,0.0793,0.0873,0.0692,0.0884,0.0764999999999999,0.0859,0.06875,0.0734,0.0846,0.0978
000000000000000007f1_0,1,0.07545,0.0551,0.0712,0.055,0.0670999999999999,0.0452,0.04055,0.0403,0.0583,0.0589
00000000000000000416_0,1,0.0292,0.0557,0.0687,0.1143,0.1001,0.1069,0.1272,0.1273,0.12005,0.11765
000000000000000003f0_0,1,0.1132,0.05425,0.0738,0.04585,0.0542,0.03965,0.02435,0.0491,0.055,0.0763
000000000000000007d4_0,1,0.06795,0.05285,0.06335,0.0533,0.05765,0.0502,0.04295,0.04305,0.0656,0.0584
00000000000000000417_0,1,0.1083,0.11195,0.099,0.1001,0.0937,0.1014,0.0973,0.0896,0.1171,0.0869
000000000000000003fa_0,1,0.0956,0.0744,0.0829,0.05945,0.0858,0.0641,0.0728,0.06575,0.0788,0.0715499999999999
000000000000000003b4_0,1,0.0426,0.03005,0.0561,0.02955,0.03475,0.0302,0.0305,0.0277,0.0347,0.028
0000000000000000042a_0,1,0.087,0.1043,0.0906,0.1186,0.1165,0.1046,0.1791,0.1241,0.1242,0.0654
000000000000000007e0_0,1,0.0727,0.0632,0.0739,0.06,0.0623,0.0617,0.06255,0.0552,0.064,0.0601
000000000000000007fa_0,1,0.0753,0.0723,0.0828,0.0577,0.0736,0.0706,0.0843,0.0601,0.0717,0.0456
0000000000000000081f_0,1,0.1152,0.12,0.0951,0.09575,0.0995,0.10545,0.1049,0.1236,0.1133,0.1127
000000000000000009dc_0,1,0.07995,0.08385,0.0728,0.0791,0.0687,0.0827,0.0808,0.07225,0.0817,0.06835
000000000000000009df_0,1,0.0861,0.0569,0.06575,0.047,0.09085,0.05875,0.06275,0.06195,0.05005,0.0631
00000000000000000807_0,1,0.07925,0.08455,0.0609,0.0724,0.0691,0.0686,0.0826,0.0571,0.0833,0.0747
00000000000000000a0a_0,1,0.0735,0.04355,0.0712,0.0507,0.0538,0.0377,0.05135,0.05285,0.1047,0.05325
000000000000000007f7_0,1,0.06395,0.0507,0.0707,0.062,0.0712,0.0515,0.04245,0.0418,0.0584,0.0574
00000000000000000411_0,1,0.13305,0.1099,0.13575,0.1346,0.1269,0.107,0.1121,0.10425,0.12615,0.0996
000000000000000007c8_0,1,0.0287,0.04635,0.07385,0.05075,0.0437,0.0301,0.0324,0.0363,0.0221,0.0358
00000000000000000a0b_0,1,0.0472,0.0343,0.0662,0.0357,0.0337,0.02545,0.02,0.0212,0.01825,0.0179
00000000000000000803_0,1,0.0781,0.0747,0.07435,0.06805,0.0748,0.09165,0.1011,0.08155,0.1118,0.097
000000000000000007db_0,1,0.0808,0.062,0.0811,0.0327,0.0505,0.05835,0.0577,0.0622,0.056,0.0404
000000000000000007e9_0,1,0.0596,0.0489,0.0605,0.0538,0.05495,0.04725,0.03245,0.0369,0.0501,0.0544
000000000000000003ff_0,1,0.0935,0.0691,0.0768,0.0554,0.0596,0.0582,0.0727,0.0526,0.0794,0.0319
000000000000000007f3_0,1,0.0727,0.0618,0.0747,0.0592,0.06925,0.0667,0.0523,0.0638,0.0713,0.0626
00000000000000000407_0,1,0.1102,0.0938,0.09005,0.08025,0.102,0.086,0.0836,0.0837,0.08535,0.0767
00000000000000000a0c_0,1,0.06695,0.0715499999999999,0.0665,0.0544,0.0458,0.05285,0.0574,0.0906,0.074,0.0566
00000000000000000814_0,1,0.12475,0.06915,0.0898,0.08515,0.0573,0.0604,0.0589,0.0675,0.1073,0.0659
000000000000000009d7_0,1,0.1234,0.1054,0.1127,0.09455,0.0935,0.0926,0.096,0.09235,0.0924,0.08025
000000000000000007ad_0,1,0.0515,0.0339,0.0585,0.0332,0.0448,0.0316,0.0381,0.0324,0.03195,0.02565
000000000000000003df_0,1,0.055,0.0426,0.0611499999999999,0.0446,0.0549,0.03995,0.03295,0.0296,0.0451,0.0698
00000000000000000a0d_0,1,0.0695,0.0754,0.0654,0.0648,0.0522,0.0776,0.0799,0.0834,0.0935,0.0619
000000000000000003ef_0,1,0.06615,0.0458,0.06915,0.0419,0.0641,0.04065,0.05015,0.0407,0.0499,0.0334
000000000000000003b1_0,1,0.0546,0.03385,0.0596,0.0315,0.04765,0.03245,0.0348,0.0271,0.0319,0.0234
000000000000000007b5_0,1,0.0525,0.04315,0.06005,0.03435,0.0493,0.03815,0.038,0.034,0.0385999999999999,0.0298
000000000000000003c3_0,1,0.05795,0.03165,0.058,0.0291,0.0451,0.03095,0.03405,0.0255,0.02485,0.0211
000000000000000003e2_0,1,0.066,0.0502,0.07035,0.0413,0.0637,0.04145,0.05255,0.0428,0.064,0.0309
000000000000000007d2_0,1,0.0577,0.04765,0.07105,0.0397,0.05935,0.0452,0.05765,0.05105,0.06,0.0466
000000000000000003ae_0,1,0.0526,0.0313,0.05745,0.0291,0.0486,0.0331,0.03205,0.02365,0.027,0.024
00000000000000000422_0,1,0.0685,0.07815,0.065,0.0744,0.0663,0.0724,0.0517,0.06505,0.0731,0.069
000000000000000007be_0,1,0.06985,0.03905,0.0616,0.03145,0.04865,0.0365,0.03735,0.0277,0.03175,0.025
000000000000000007a2_0,1,0.0678,0.0329,0.0578,0.0296,0.04095,0.0329,0.0235,0.0248,0.02875,0.0238
000000000000000007d7_0,1,0.04575,0.0459,0.05965,0.0411,0.06465,0.0523,0.0505,0.06295,0.0931,0.1045
00000000000000000421_0,1,0.1142,0.0919,0.0711,0.0744,0.10475,0.0753,0.0914,0.0657,0.0943,0.1021
000000000000000007e1_0,1,0.0717,0.05775,0.0644,0.0458,0.0521,0.0429,0.0221,0.0265,0.0387,0.045
000000000000000007f8_0,1,0.07005,0.0633,0.0805,0.0629,0.07615,0.0599,0.0501,0.05535,0.0664,0.0707
000000000000000003ea_0,1,0.0626,0.0471,0.0624,0.0472,0.046,0.043,0.03245,0.03755,0.0553,0.0509
00000000000000000428_0,1,0.09925,0.1168,0.1034,0.1096,0.09945,0.0979,0.1164,0.1223,0.1257,0.0964
00000000000000000834_0,1,0.0544,0.03815,0.0643,0.0395,0.0527,0.0396,0.03875,0.03625,0.0473,0.0399
000000000000000007f2_0,1,0.0755,0.0677,0.0866,0.0601,0.0927,0.06795,0.0875,0.0708,0.1041,0.0632
000000000000000003fc_0,1,0.08255,0.0672,0.0797,0.0593,0.0731499999999999,0.0676,0.0668,0.0738,0.08385,0.0622
00000000000000000806_0,1,0.1123,0.0859,0.11005,0.07605,0.1004,0.09015,0.1016,0.0722,0.0972,0.10075
000000000000000003f9_0,1,0.0828,0.0617,0.0816,0.0571,0.07685,0.06035,0.06275,0.0441,0.0665,0.046
000000000000000007f9_0,1,0.06375,0.0564,0.0769,0.0538,0.0599,0.055,0.06625,0.0544,0.0862,0.0662
000000000000000009bf_0,1,0.1316,0.09825,0.1018,0.1114,0.104,0.10245,0.09705,0.1089,0.1091,0.0992
000000000000000007fe_0,1,0.06175,0.0656,0.0767,0.0562,0.0674,0.0647,0.068,0.0707,0.0845,0.064
00000000000000000a0f_0,1,0.0816,0.075,0.0834,0.0609,0.0752,0.0696,0.07465,0.0588,0.0826,0.0507
00000000000000000418_0,1,0.0854,0.0757,0.08885,0.0712,0.0799,0.0709,0.0771,0.0642,0.0906,0.06015
00000000000000000a11_0,1,0.0685,0.05915,0.0792,0.06255,0.0652,0.0753,0.05475,0.05365,0.0807,0.0612
000000000000000007ed_0,1,0.0707,0.0634,0.0701,0.0568,0.06705,0.0582,0.06,0.0553,0.0747,0.0587
00000000000000000a12_0,1,0.0634,0.0349,0.0755,0.056,0.0531,0.03485,0.0439,0.0419,0.0464,0.0372
000000000000000003ac_0,1,0.0444,0.03655,0.06715,0.0397,0.039,0.0397,0.035,0.0356,0.0394,0.0326
0000000000000000040c_0,1,0.05135,0.0499,0.066,0.0527,0.05645,0.0418,0.0466,0.0477,0.0465,0.0494
0000000000000000080e_0,1,0.0707,0.0815,0.0752,0.0665999999999999,0.0504,0.0669,0.0779,0.0959,0.0755,0.0678
00000000000000000818_0,1,0.11235,0.08765,0.1075,0.08435,0.10765,0.0854,0.0822,0.0705,0.0916,0.1213
000000000000000003e9_0,1,0.0746,0.04545,0.0719,0.03635,0.05665,0.0396,0.0351,0.0325,0.03585,0.0301
00000000000000000771_0,1,0.0208,0.019,0.0579999999999999,0.0229,0.01705,0.01905,0.0164,0.0162,0.0102,0.0105
000000000000000003fb_0,1,0.079,0.0582,0.0818,0.0623,0.0762,0.0603,0.05225,0.0518,0.0733,0.0774
00000000000000000a13_0,1,0.11765,0.11165,0.12475,0.1178,0.12565,0.06545,0.082,0.064,0.0724,0.06445
00000000000000000a14_0,1,0.12115,0.1249,0.1052,0.1172,0.0932,0.11145,0.1164,0.0977,0.1019,0.0814
00000000000000000778_0,1,0.0436,0.0204,0.0576,0.0256,0.0197,0.018,0.0146,0.0179,0.0172,0.0153
000000000000000007b9_0,1,0.0584,0.03855,0.0682,0.03485,0.0548,0.0401,0.0362,0.03365,0.06645,0.0759
0000000000000000081d_0,1,0.0816,0.091,0.0971,0.1095,0.1004,0.11095,0.1021,0.1042,0.1072,0.1016
00000000000000000a16_0,1,0.05285,0.04155,0.0657,0.0383,0.0383,0.0326,0.0376,0.0368,0.0449,0.0353
