system:index,landcover,19-1_red,19-2_red,20-1_red,20-2_red,21-1_red,21-2_red,22-1_red,22-2_red,23-1_red,23-2_red
00000000000000000678_0,0,0.0764,0.0649,0.056,0.0599,0.06255,0.0551,0.0934,0.0808,0.0898,0.0545
000000000000000001ad_0,0,0.0561,0.04395,0.06025,0.041,0.0595,0.0432,0.0374,0.0621,0.0558,0.0382
00000000000000000660_0,0,0.0685,0.0591333333333333,0.0731,0.0813,0.0692,0.10505,0.05825,0.08035,0.0797,0.08045
000000000000000005d4_0,0,0.0593,0.0433,0.0597,0.0445,0.07515,0.0476,0.0441,0.0469,0.0593,0.0466
000000000000000005f5_0,0,0.086,0.0924,0.1206,0.0889,0.1215,0.068,0.1203,0.0631,0.1462,0.1004
000000000000000002b4_0,0,0.0945,0.06725,0.0568,0.0819,0.0496,0.06465,0.0509,0.0728999999999999,0.1005,0.0588
0000000000000000064e_0,0,0.04795,0.0328,0.0384,0.03945,0.0557,0.0479,0.05595,0.0403,0.0602,0.0481
000000000000000006f2_0,0,0.1282,0.11345,0.1,0.16545,0.1239,0.13805,0.1089,0.1002,0.101,0.16715
000000000000000002e3_0,0,0.0789499999999999,0.0885,0.0809,0.0971,0.07265,0.0893,0.0809,0.08235,0.1239,0.0823
00000000000000000638_0,0,0.0818,0.07375,0.0584,0.0498,0.0518,0.06045,0.099,0.0949,0.1174,0.07305
0000000000000000063f_0,0,0.08105,0.0934,0.0823,0.0879,0.0861,0.0954,0.0906,0.10105,0.1058,0.0909
000000000000000008b7_0,0,0.071,0.0334,0.12715,0.0435,0.06315,0.0304,0.0522,0.0284,0.1098,0.1585
000000000000000005fc_0,0,0.0604,0.08095,0.0852,0.096,0.094,0.0964,0.12435,0.0918,0.113,0.11845
00000000000000000135_0,0,0.041,0.0355,0.10155,0.0456,0.0429,0.033,0.0372,0.0305,0.0446,0.0357
000000000000000002d6_0,0,0.0778,0.0446,0.0776,0.0814,0.08555,0.05985,0.0502,0.0646,0.0974,0.0607
000000000000000005ef_0,0,0.0557,0.0361999999999999,0.0492,0.0339,0.0624,0.0372,0.0358,0.04325,0.0465,0.0416
0000000000000000098e_0,0,0.1148,0.0808,0.084,0.0679,0.0717,0.0576,0.08625,0.1058,0.10135,0.1091
0000000000000000098f_0,0,0.1385,0.1289,0.1231,0.14395,0.0883,0.1238,0.11475,0.1266,0.11865,0.123
00000000000000000990_0,0,0.0748,0.0741,0.0876,0.06195,0.0832,0.0616,0.0385,0.0516,0.0803,0.0337
00000000000000000991_0,0,0.0929,0.1062,0.0933,0.1052,0.116,0.0861,0.0985,0.08905,0.10845,0.097
00000000000000000292_0,0,0.0882,0.0878,0.0938,0.09415,0.0951,0.0825,0.0681,0.06555,0.0946,0.0808
00000000000000000222_0,0,0.1685,0.04055,0.1368,0.0836,0.1568,0.0796,0.0848,0.16345,0.1499,0.2071
000000000000000002ce_0,0,0.054,0.0624,0.0631,0.0819,0.05315,0.0583,0.0579,0.066,0.0957,0.0632
000000000000000002cf_0,0,0.09825,0.0828,0.0979,0.0735,0.1053,0.0853,0.10115,0.0867,0.1247,0.0791
0000000000000000092a_0,0,0.0532,0.0686,0.0654,0.0652,0.1513,0.0903,0.1052,0.07715,0.05835,0.0583
00000000000000000674_0,0,0.0642,0.0457,0.05975,0.0558,0.0737,0.04175,0.03025,0.05005,0.0515,0.0334
00000000000000000850_0,0,0.0581,0.0311,0.09875,0.0251,0.029,0.025,0.07715,0.0247,0.0861,0.02485
0000000000000000056e_0,0,0.0836,0.06835,0.09115,0.0621,0.0808,0.06975,0.0869,0.08455,0.0976,0.0842
00000000000000000053_0,0,0.068,0.0519,0.07675,0.0441,0.0539,0.0438,0.0411,0.03615,0.0446,0.0495
000000000000000001d2_0,0,0.1494,0.04745,0.1118,0.0656,0.09895,0.0831,0.0307,0.1144,0.0576,0.0985
0000000000000000089e_0,0,0.0669,0.08835,0.0606,0.0429,0.0482,0.0694,0.082,0.0871,0.0726499999999999,0.0679
0000000000000000027b_0,0,0.11215,0.0935,0.0947,0.0996,0.0895,0.0837,0.0775,0.0779,0.0833,0.0747
00000000000000000993_0,0,0.0307,0.035,0.0544,0.0423,0.0297,0.0415,0.03885,0.0717,0.033,0.0678
00000000000000000a4f_0,0,0.1143,0.06545,0.08865,0.0714,0.1114,0.0562,0.0571,0.0409,0.0546,0.0443
000000000000000001a6_0,0,0.0854,0.08295,0.0991,0.0641,0.0739,0.0477,0.0656,0.0447,0.0491,0.03815
00000000000000000501_0,0,0.055,0.0357,0.0813,0.0462,0.0614,0.0382,0.0708,0.0479,0.07395,0.0405
00000000000000000619_0,0,0.06245,0.05105,0.0733,0.03785,0.0692,0.0677,0.07705,0.0492,0.0493,0.0424
0000000000000000011d_0,0,0.0639,0.0665,0.08325,0.058,0.0521,0.0661,0.058,0.0597,0.06225,0.07035
00000000000000000657_0,0,0.0901,0.06075,0.072,0.0645,0.0817,0.0492,0.05205,0.06905,0.09945,0.0441
0000000000000000020e_0,0,0.06615,0.0816,0.09405,0.0839,0.1031,0.07565,0.05435,0.0487375,0.06,0.05895
00000000000000000611_0,0,0.0719,0.0349,0.06135,0.0534,0.05185,0.0457,0.05615,0.07865,0.0612,0.0347
000000000000000005bb_0,0,0.051,0.0734,0.088,0.08815,0.1403,0.0946,0.1423,0.0963,0.1392,0.0573
00000000000000000a22_0,0,0.04385,0.0354,0.0414,0.0346,0.05515,0.0298,0.0337,0.0374,0.0423,0.0448
00000000000000000994_0,0,0.1336,0.12445,0.1131,0.1579,0.1077,0.1181,0.0943,0.11915,0.0855,0.10685
00000000000000000995_0,0,0.1007,0.0702,0.11455,0.1076,0.0995,0.1104,0.0906,0.089,0.1146,0.0997
000000000000000001de_0,0,0.0848,0.06105,0.09915,0.0671,0.0955,0.08135,0.0544,0.0712,0.078,0.0881
00000000000000000303_0,0,0.1177,0.05625,0.093,0.0943,0.0926,0.0639,0.0769,0.0784,0.0994,0.0741
000000000000000004cb_0,0,0.06235,0.0373,0.0736,0.0458,0.0635,0.0551,0.1067,0.06075,0.0832,0.0723
0000000000000000067f_0,0,0.0627,0.0587,0.0429,0.0433,0.0707,0.0539,0.04,0.0638,0.05575,0.0584999999999999
000000000000000002fc_0,0,0.1003,0.1087,0.0901,0.12755,0.1044,0.1378,0.1538,0.1263,0.1231,0.1067
00000000000000000634_0,0,0.0949,0.09225,0.0915,0.0795,0.0985,0.07575,0.0713,0.0869,0.1081,0.0464
000000000000000001d7_0,0,0.079,0.06185,0.0984,0.064,0.10735,0.0683,0.05745,0.05285,0.05635,0.055
00000000000000000307_0,0,0.1179,0.06875,0.0867,0.0947,0.08495,0.0708,0.0646,0.0818,0.1067,0.099
00000000000000000360_0,0,0.0983,0.094,0.1439,0.18015,0.21615,0.21545,0.2401,0.1622,0.2662,0.2108
0000000000000000087e_0,0,0.1416,0.1,0.10805,0.1019,0.1134,0.0975,0.10535,0.0863,0.0848,0.09195
00000000000000000997_0,0,0.09875,0.0956,0.07805,0.1008,0.14325,0.16225,0.19025,0.1701,0.18295,0.1994
00000000000000000998_0,0,0.1066,0.1012,0.1188,0.0672,0.0982,0.0637,0.0702,0.05,0.0678,0.0651
00000000000000000996_0,0,0.0939,0.10025,0.0993,0.08625,0.0902,0.0802,0.1024,0.08195,0.0817,0.1
00000000000000000194_0,0,0.1137,0.09345,0.09995,0.0647,0.0925,0.0829,0.09745,0.0883,0.08975,0.10245
000000000000000001b6_0,0,0.05025,0.0393499999999999,0.0414,0.04055,0.0576,0.0418,0.0248,0.0526,0.0536,0.0513999999999999
000000000000000002f0_0,0,0.107,0.0827,0.0696,0.0799,0.0704,0.0599,0.04845,0.08605,0.0915,0.0627
00000000000000000741_0,0,0.0618,0.1128,0.0954,0.17445,0.1549,0.1127,0.11515,0.0945,0.1066,0.10545
00000000000000000615_0,0,0.0586,0.049,0.058,0.04425,0.0382,0.0435,0.0281,0.0589,0.0726,0.0553
00000000000000000632_0,0,0.1,0.0812,0.101,0.0951,0.1165,0.0977,0.0974,0.08865,0.1086,0.07015
000000000000000002f7_0,0,0.09795,0.0721,0.0963,0.0822,0.0517,0.0653,0.052,0.0933,0.1084,0.0543
000000000000000006d5_0,0,0.1691,0.1224,0.1123,0.1233,0.108,0.1303,0.1362,0.1367,0.1471,0.0904
00000000000000000999_0,0,0.0793,0.0881,0.0856,0.07105,0.0679,0.07465,0.07005,0.0841,0.0716499999999999,0.0761
0000000000000000099a_0,0,0.0588,0.054,0.0657,0.05235,0.0353,0.0388,0.025,0.0474,0.0507,0.0471
0000000000000000093c_0,0,0.0579,0.0498,0.0662,0.067,0.0674,0.054,0.0412,0.0635,0.05685,0.04675
000000000000000008ad_0,0,0.0644,0.04615,0.0742,0.03965,0.0643,0.05185,0.0583,0.0438,0.0548,0.0356
00000000000000000152_0,0,0.0821,0.0556,0.09145,0.0482,0.0942,0.0684,0.11065,0.0599,0.08115,0.0529
00000000000000000612_0,0,0.0799,0.08925,0.09305,0.08695,0.09755,0.0921,0.1022,0.11735,0.12275,0.0947
00000000000000000641_0,0,0.06285,0.03955,0.0565,0.0489,0.06245,0.04135,0.0505,0.0535,0.0448,0.04705
000000000000000008b5_0,0,0.11585,0.0877,0.1026,0.07845,0.1152,0.1174,0.1325,0.0859,0.1004,0.075
00000000000000000209_0,0,0.16615,0.12655,0.1455,0.1043,0.14525,0.15025,0.1416,0.1027999999999999,0.1187,0.0887
000000000000000002f2_0,0,0.0529,0.0839,0.064,0.0962,0.0923,0.0692,0.0578,0.0602,0.0674,0.094
000000000000000004ac_0,0,0.05235,0.0408,0.0742,0.0353,0.04675,0.03455,0.04265,0.03245,0.0722,0.0325
000000000000000008d0_0,0,0.0959,0.09525,0.0968,0.0959,0.0725,0.0926,0.1018,0.10585,0.0886,0.0861
00000000000000000666_0,0,0.1288,0.0888,0.0717,0.09405,0.0775,0.0601,0.06435,0.0646,0.06115,0.07985
000000000000000008ac_0,0,0.1074,0.0993,0.0686,0.0896,0.0681,0.0803,0.0928,0.0775,0.06635,0.0826
00000000000000000290_0,0,0.076,0.0486,0.11695,0.1017,0.0869,0.04055,0.1128,0.0489,0.0971,0.0305
0000000000000000065e_0,0,0.0482999999999999,0.037,0.0428,0.04125,0.0574,0.045,0.0323,0.0531,0.0663,0.04285
0000000000000000018a_0,0,0.079,0.0653,0.077,0.0668,0.0978,0.0761,0.0978,0.1208,0.1453,0.08905
000000000000000002a8_0,0,0.0409,0.1056,0.09495,0.1135,0.0534,0.0906,0.0568,0.0507,0.0395,0.0851
00000000000000000195_0,0,0.0621,0.0298,0.0458,0.0371,0.0575,0.0312,0.0405,0.04495,0.05035,0.0449
00000000000000000208_0,0,0.0888,0.0499,0.06315,0.05565,0.0799,0.04305,0.0401,0.0604,0.0521,0.04945
00000000000000000232_0,0,0.1182,0.122,0.1358,0.10135,0.1254,0.10225,0.11615,0.1041499999999999,0.1382,0.0924
0000000000000000099b_0,0,0.09455,0.08675,0.0892,0.0937,0.0811,0.0824,0.073,0.091,0.0753,0.0787
0000000000000000089f_0,0,0.1348,0.1099,0.0954,0.083,0.0961,0.0989,0.104,0.0938,0.0904,0.0864
0000000000000000066b_0,0,0.1211,0.1006,0.1215,0.1276499999999999,0.1101999999999999,0.0901,0.1256,0.097,0.09995,0.1022
00000000000000000260_0,0,0.0912,0.09655,0.09865,0.0859,0.09515,0.0949,0.1067,0.0901,0.08795,0.0774
000000000000000001e9_0,0,0.0668,0.0576,0.0405,0.055,0.0692,0.05765,0.04515,0.071,0.06455,0.05765
000000000000000008f3_0,0,0.0606,0.058,0.07595,0.06255,0.0793,0.05625,0.0488,0.0583,0.1016,0.0703
000000000000000002d1_0,0,0.1301,0.09005,0.1088,0.175,0.1373,0.0941,0.11965,0.1145,0.10995,0.1063
000000000000000004be_0,0,0.0544,0.042,0.1248,0.0401,0.04565,0.0359,0.1129,0.16065,0.1348,0.1199
00000000000000000565_0,0,0.089,0.06945,0.0852,0.06695,0.0823,0.0503,0.0825,0.0949,0.12575,0.086
0000000000000000023b_0,0,0.109,0.0581,0.106,0.1114,0.1298,0.0746,0.1157,0.0734,0.08865,0.0594
000000000000000005a7_0,0,0.06105,0.0372,0.1002,0.0337,0.0531,0.0302,0.0883,0.0574,0.0665,0.02175
000000000000000001cf_0,0,0.0714,0.092,0.1011,0.0592,0.09605,0.078,0.10915,0.0639,0.1026,0.0588
00000000000000000221_0,0,0.0398,0.0419,0.05205,0.0497,0.0669,0.043,0.0363,0.06,0.0588,0.0456
00000000000000000a53_0,0,0.06375,0.0715,0.1466,0.0879,0.1417,0.1051,0.1168,0.0699,0.1096,0.05145
00000000000000000229_0,0,0.0915,0.09455,0.0894,0.0888,0.0912999999999999,0.08475,0.1065,0.1056,0.1175,0.10155
0000000000000000062c_0,0,0.0611499999999999,0.0531,0.0626,0.0527,0.05685,0.0536,0.0301,0.0602,0.0936,0.0412
000000000000000000de_0,0,0.0646,0.0501,0.0772,0.04405,0.1045,0.07595,0.0847,0.0477,0.08185,0.0398
0000000000000000099c_0,0,0.0596,0.0491,0.0931,0.0656,0.0657,0.0594,0.0448,0.057,0.1133,0.09345
0000000000000000019c_0,0,0.0948,0.0749,0.084,0.0895,0.1008,0.0822,0.0828,0.0923,0.1052,0.0855
00000000000000000325_0,0,0.1027999999999999,0.1091,0.1069,0.1317,0.1172,0.1282,0.1315,0.1215,0.087,0.0854
00000000000000000250_0,0,0.12235,0.099,0.11995,0.08765,0.1115,0.09135,0.1277,0.0884,0.0809,0.0528
00000000000000000291_0,0,0.10655,0.1031,0.1427,0.12565,0.1596,0.0867,0.1348,0.1217,0.1039,0.1323
000000000000000005e2_0,0,0.0709,0.044,0.06275,0.04495,0.0719,0.0421,0.0815,0.0558,0.0472,0.0388
00000000000000000319_0,0,0.09535,0.101,0.0828,0.099,0.0681,0.09365,0.0735,0.1007,0.1186,0.1095
0000000000000000099d_0,0,0.084,0.07115,0.0992,0.0741,0.0906,0.06335,0.0827,0.0457,0.0649,0.0556
0000000000000000099e_0,0,0.1058,0.0816,0.0989,0.1035,0.1116,0.08195,0.08715,0.0668,0.0773,0.0736
0000000000000000099f_0,0,0.1134,0.0972,0.1043,0.0806,0.0626,0.0831,0.1114,0.0647,0.0697,0.064
00000000000000000a20_0,0,0.04485,0.0325,0.0401,0.02005,0.0444,0.0256999999999999,0.0385,0.02585,0.0392,0.0273
000000000000000002e2_0,0,0.1249,0.1299,0.1094,0.112,0.11395,0.1083,0.10555,0.1429,0.1289,0.1298
000000000000000004ae_0,0,0.0526,0.0423,0.0602,0.0335499999999999,0.04245,0.0354,0.07725,0.0317,0.07845,0.0293
000000000000000009a0_0,0,0.13335,0.1257,0.1113,0.12,0.1225,0.1117,0.1221,0.1099,0.1204,0.1061
00000000000000000a2d_0,0,0.0992,0.082,0.09145,0.0912,0.1026,0.0878,0.0948,0.1045,0.0892,0.0892
000000000000000001d4_0,0,0.0356,0.0461,0.1063,0.05945,0.0957,0.0585,0.1307,0.04355,0.0844,0.04175
000000000000000001c0_0,0,0.06515,0.0444,0.0594,0.04505,0.06315,0.04215,0.03855,0.05225,0.0604,0.043
000000000000000008d8_0,0,0.0969,0.0854,0.1057,0.0819,0.10055,0.06845,0.0746,0.05635,0.1016,0.053
000000000000000000cb_0,0,0.0857,0.0464,0.08105,0.0455,0.0755,0.1286,0.0653,0.055,0.07045,0.06905
00000000000000000269_0,0,0.1276,0.10735,0.1012,0.0728,0.0937,0.07295,0.0764,0.0611,0.0928,0.0641
000000000000000002df_0,0,0.0854,0.0831,0.1095,0.0747,0.0427,0.0568,0.0563,0.07925,0.0874,0.0531
00000000000000000842_0,0,0.0683,0.1188,0.11575,0.09535,0.131,0.0766,0.10655,0.0851,0.11955,0.1272
0000000000000000067a_0,0,0.0466,0.0347,0.04585,0.04545,0.0557,0.0513999999999999,0.05855,0.0482,0.0713,0.0337
00000000000000000596_0,0,0.0506,0.04295,0.0628,0.04475,0.05575,0.0501,0.0403,0.109,0.0536,0.0901
000000000000000005f6_0,0,0.07455,0.0665999999999999,0.1051,0.08705,0.1064,0.0712,0.0743,0.0703,0.1034,0.0768
000000000000000000ae_0,0,0.05485,0.0543,0.0892,0.045,0.0622,0.0547,0.05965,0.06665,0.0825,0.0566
00000000000000000449_0,0,0.0446,0.03685,0.06965,0.0279,0.0384,0.03265,0.0581,0.0221,0.0314,0.0308
000000000000000006b8_0,0,0.081,0.0773,0.07275,0.09015,0.0911,0.0877,0.10145,0.0618,0.08335,0.084
00000000000000000197_0,0,0.108,0.08575,0.1205,0.0738,0.1155,0.0752,0.1217999999999999,0.0546,0.0944,0.1448
00000000000000000171_0,0,0.06505,0.0454,0.0944,0.0571,0.0679,0.0547,0.0584,0.0401,0.11755,0.0595
000000000000000001a2_0,0,0.0452,0.03825,0.0403,0.0381,0.0566,0.04485,0.0568,0.0412,0.0511,0.0417
0000000000000000056c_0,0,0.0743,0.0574,0.0842,0.06505,0.0764,0.06125,0.1066,0.06235,0.077,0.0624
00000000000000000185_0,0,0.0979,0.0836,0.1016,0.0725,0.0815,0.089,0.0987,0.0742,0.0948,0.0689
000000000000000006a5_0,0,0.0594,0.0469,0.0418,0.0551,0.06335,0.053,0.04675,0.05225,0.046,0.0554
000000000000000006e7_0,0,0.10295,0.06525,0.0821,0.07755,0.08205,0.0788,0.0779499999999999,0.078,0.077,0.0699
000000000000000006f3_0,0,0.1036,0.0992,0.0673,0.1051,0.088,0.0926,0.0671,0.0785,0.1113,0.1084
00000000000000000a25_0,0,0.0895,0.0843,0.0866,0.088,0.06725,0.08395,0.0903,0.11225,0.07965,0.0788
0000000000000000089d_0,0,0.075,0.0694,0.08565,0.0693,0.0688,0.1363,0.1704,0.1262,0.12415,0.0916
000000000000000005b6_0,0,0.11585,0.0642,0.0828,0.07675,0.1038,0.0721,0.11295,0.0794,0.0927,0.0548
000000000000000006c4_0,0,0.0714,0.08975,0.113,0.1337,0.09945,0.117,0.1108,0.11095,0.0905,0.0631
000000000000000006d7_0,0,0.0731,0.0585,0.0589,0.07655,0.0714,0.0527,0.0547,0.0643,0.04295,0.0597
00000000000000000645_0,0,0.1207,0.0805,0.1218,0.10075,0.12565,0.0839,0.1061,0.0704,0.1036,0.0985
00000000000000000894_0,0,0.043,0.0356,0.12745,0.0923,0.1124,0.0868,0.0868,0.0893,0.1008,0.0606
000000000000000001b3_0,0,0.0569,0.03875,0.0741,0.06635,0.06245,0.0478,0.0451,0.04685,0.047,0.0384
00000000000000000310_0,0,0.08525,0.0602,0.0825,0.0873,0.0624,0.0569,0.0746,0.06585,0.0827,0.0754
000000000000000004e5_0,0,0.0798,0.0434,0.08055,0.0353,0.0498,0.02995,0.0355,0.02445,0.02965,0.037
00000000000000000869_0,0,0.11925,0.0941,0.0836,0.079,0.0607,0.0771,0.106,0.0646,0.06275,0.0652
00000000000000000247_0,0,0.1086,0.0999,0.0946,0.09255,0.0911,0.0951,0.09045,0.11095,0.1292,0.354
00000000000000000662_0,0,0.1004,0.0643,0.11385,0.1409,0.0466,0.0455,0.0524,0.04965,0.0785,0.0387
0000000000000000085a_0,0,0.1211,0.03975,0.0806,0.0387,0.0688,0.04165,0.0395,0.0372,0.0319,0.0262
0000000000000000049f_0,0,0.0548,0.0331,0.1391,0.04795,0.05925,0.0357,0.0366,0.0276,0.0414,0.0969
00000000000000000832_0,0,0.1089,0.06005,0.0924,0.0613,0.10505,0.0632,0.0738,0.0548,0.0824,0.0507
00000000000000000a4a_0,0,0.2708,0.1523,0.1151,0.1018,0.0989,0.0639,0.1991,0.1023,0.36305,0.2916
000000000000000002ed_0,0,0.0956,0.091,0.08355,0.0897,0.0959,0.0725,0.0798,0.0665999999999999,0.0659,0.0823
00000000000000000562_0,0,0.0636,0.0522,0.07495,0.04865,0.0764,0.0582,0.0573,0.0458,0.0695,0.06615
000000000000000006fd_0,0,0.14,0.15295,0.0883,0.1334,0.1298,0.10695,0.1526,0.1519,0.389,0.0926
00000000000000000168_0,0,0.07485,0.0616,0.0776,0.05675,0.0904,0.0782,0.08425,0.066,0.0761,0.0497
000000000000000008cb_0,0,0.11035,0.11275,0.0951,0.1017,0.0747,0.10215,0.0965999999999999,0.0961,0.0875,0.0979
000000000000000001c3_0,0,0.0956,0.0639,0.1221,0.0584,0.0972,0.0496,0.1021,0.0529,0.0901,0.0596
00000000000000000203_0,0,0.0543,0.0722,0.1241,0.08395,0.1125,0.0741,0.1011,0.10215,0.1738,0.0852
0000000000000000057e_0,0,0.0614,0.0487,0.06745,0.0416,0.0511,0.0406,0.0545,0.0435,0.0522,0.032
000000000000000005b4_0,0,0.0693,0.056,0.0892,0.0608,0.0806,0.0466,0.0408,0.0456499999999999,0.0624,0.0685
00000000000000000684_0,0,0.17265,0.1088,0.1571,0.13275,0.1654499999999999,0.0572,0.1462,0.08015,0.1298,0.1062
000000000000000009a1_0,0,0.1113,0.0896,0.0725,0.0933,0.0803,0.0815,0.059,0.1061,0.0972,0.0879
000000000000000009a2_0,0,0.12345,0.0947,0.0739,0.0862,0.0652,0.08405,0.0744,0.06,0.0574,0.0754
0000000000000000016a_0,0,0.0597,0.0468,0.0647,0.0453,0.06435,0.0361,0.0376,0.0524,0.0542,0.0351
00000000000000000332_0,0,0.1021,0.07365,0.1153,0.1062,0.10095,0.0864,0.0971,0.08595,0.1052,0.1266
00000000000000000940_0,0,0.0446,0.03095,0.0858,0.0543,0.0811,0.0631,0.0575,0.0528,0.04505,0.045
00000000000000000629_0,0,0.1189,0.1111,0.109,0.09085,0.124,0.08225,0.0707,0.101,0.1045,0.0809
00000000000000000650_0,0,0.0715499999999999,0.0452,0.0645,0.0579,0.066,0.0497,0.0524,0.08055,0.0601,0.0352
000000000000000009a3_0,0,0.10255,0.07565,0.0886,0.0785,0.1067,0.07845,0.088,0.0893,0.0894,0.0741
00000000000000000a21_0,0,0.068,0.0539,0.05735,0.05905,0.0506,0.04585,0.03505,0.05625,0.0582,0.0599
000000000000000001dc_0,0,0.0764,0.0764999999999999,0.08945,0.0787,0.0922,0.0752,0.0882,0.063,0.1017,0.1017
0000000000000000064d_0,0,0.0636,0.0573,0.0619,0.052,0.0624,0.0516,0.029,0.06185,0.0798,0.0417
0000000000000000035f_0,0,0.1475,0.1387,0.1253,0.1352,0.161,0.0832,0.0792,0.096,0.1187,0.1356
000000000000000005db_0,0,0.089,0.07345,0.0794,0.10035,0.0825,0.0713,0.07425,0.0884,0.0625,0.0841
0000000000000000008d_0,0,0.0539,0.0371,0.07495,0.0381,0.0525,0.0347,0.0458,0.0429,0.0485,0.0561
0000000000000000016d_0,0,0.0809,0.07515,0.0987,0.0574,0.087,0.0597,0.0711,0.0552,0.0599,0.0554
00000000000000000293_0,0,0.0707,0.081,0.0796,0.06995,0.0875,0.069,0.1148,0.09615,0.10495,0.0756
000000000000000006c7_0,0,0.1001,0.0957,0.0795,0.09755,0.0689,0.08805,0.078,0.09885,0.1198,0.1123
000000000000000006e4_0,0,0.1062,0.1053,0.0983,0.0977,0.0988,0.0989,0.0733,0.1027,0.1149,0.0905
00000000000000000916_0,0,0.0714,0.0386,0.0817,0.04215,0.072,0.0696,0.0828,0.057,0.0508,0.0384
000000000000000001c6_0,0,0.07325,0.0759,0.08025,0.0615,0.073,0.0541,0.0759,0.1147,0.0734,0.07765
00000000000000000214_0,0,0.08005,0.0667,0.07375,0.0593,0.0816,0.0619,0.0931,0.06985,0.0852,0.07635
0000000000000000065f_0,0,0.09485,0.0696,0.099,0.0588,0.1014,0.0568,0.07925,0.0833,0.09185,0.0466
000000000000000005f2_0,0,0.1053,0.07845,0.0917,0.08595,0.1026,0.0692,0.08895,0.0987,0.1094,0.0742
0000000000000000085e_0,0,0.12005,0.0916,0.06985,0.089,0.07085,0.08765,0.076,0.0724,0.0586,0.0699
000000000000000001f6_0,0,0.05855,0.03895,0.0508,0.0511,0.05815,0.0436,0.0366,0.0594,0.06,0.04805
000000000000000000ec_0,0,0.0744,0.0553,0.0821,0.05535,0.0758,0.0461,0.04425,0.0559,0.0404,0.0515
000000000000000000f1_0,0,0.1112,0.0781,0.0872,0.0562,0.068,0.0503,0.0699,0.0613,0.07125,0.06175
000000000000000001ba_0,0,0.0682,0.1095,0.1074,0.086,0.0893,0.0643,0.0903,0.07725,0.08415,0.0593
00000000000000000508_0,0,0.0626,0.05745,0.0838,0.0521,0.0865,0.0566,0.081,0.0598,0.0657,0.0553
00000000000000000549_0,0,0.1129,0.0483333333333333,0.0778,0.04915,0.07075,0.048,0.0712,0.07,0.0892,0.0516
00000000000000000672_0,0,0.0417,0.099,0.0824,0.1266499999999999,0.09945,0.0999,0.10815,0.0912,0.103,0.1467
0000000000000000030e_0,0,0.09195,0.08945,0.0989,0.0958,0.0723,0.0728,0.0623,0.1073,0.1224,0.0939
000000000000000002a6_0,0,0.1084,0.05585,0.0633,0.0823,0.0635,0.0578,0.0915,0.0983,0.10375,0.0673
0000000000000000030b_0,0,0.09375,0.0936,0.0776,0.10285,0.0812,0.10575,0.0603,0.0912,0.1065,0.0987
00000000000000000621_0,0,0.07365,0.0775,0.0752,0.0557,0.0791,0.0597,0.0743,0.1261,0.0733,0.0603
00000000000000000146_0,0,0.10345,0.06815,0.0834,0.08085,0.1006,0.09655,0.0781,0.0591,0.0601,0.0672
000000000000000004f2_0,0,0.1117,0.04075,0.0852,0.06435,0.0952,0.0343,0.0397,0.0343,0.0744,0.0356
0000000000000000090f_0,0,0.0972,0.07135,0.083,0.07725,0.1377,0.06685,0.14525,0.06925,0.10165,0.0668
00000000000000000938_0,0,0.0827,0.082,0.0862,0.08305,0.0699,0.0837,0.0906,0.11455,0.06205,0.0764999999999999
00000000000000000116_0,0,0.092,0.0477,0.0986,0.0553,0.1236,0.0516,0.0704,0.0529,0.0732,0.0495
000000000000000002ae_0,0,0.1002,0.0602,0.0631,0.0838,0.0536,0.0551,0.0458,0.0902,0.10065,0.05915
00000000000000000175_0,0,0.0657,0.0389,0.0623,0.0469,0.0543,0.0531,0.0586,0.0506,0.0453,0.0353
00000000000000000929_0,0,0.0714,0.06425,0.0684,0.064,0.0542,0.06555,0.0659,0.05705,0.0423,0.0561
0000000000000000012f_0,0,0.0618,0.0761,0.10805,0.0582,0.14775,0.1138,0.14745,0.1430999999999999,0.125,0.0645
000000000000000004fb_0,0,0.10645,0.0506,0.0914,0.0467,0.0857,0.0788,0.08065,0.043,0.08615,0.0353
000000000000000001c2_0,0,0.0503,0.04935,0.0589,0.0434,0.0656,0.0392,0.0372,0.0623,0.0464,0.04105
0000000000000000019e_0,0,0.0579,0.0382,0.04945,0.035,0.0617,0.0432,0.02935,0.03965,0.04805,0.0351
0000000000000000019d_0,0,0.0656,0.0409,0.0541,0.04855,0.0782,0.0522,0.0649,0.0553,0.0563,0.0577
0000000000000000021d_0,0,0.07815,0.0863,0.1375,0.07905,0.1289,0.0525,0.0894,0.06415,0.0665,0.1362
00000000000000000274_0,0,0.0922,0.0602,0.0949,0.09665,0.12605,0.0839,0.09385,0.08025,0.0738,0.0679
0000000000000000027d_0,0,0.0736,0.05445,0.0528,0.0661,0.0642,0.05835,0.0475,0.0508,0.0704,0.0529
000000000000000002e6_0,0,0.1326,0.1185,0.1176,0.1157,0.1186,0.10575,0.1082,0.0899,0.09195,0.0765
00000000000000000696_0,0,0.07275,0.10655,0.0863,0.1165,0.1033,0.0843,0.0714,0.0643,0.0476,0.1012
000000000000000006c1_0,0,0.0813,0.08005,0.0648,0.0907999999999999,0.0791999999999999,0.08335,0.0929,0.105,0.0878,0.0878
00000000000000000a24_0,0,0.064,0.0403,0.0627,0.05105,0.0562,0.0382,0.037,0.0502,0.0693,0.0314
